Hotel,Cidade,Preço,Checkin,Checkout,Dist_centro,Dist_praia,Avaliacao,Data_extracao
Quarto INDISPONÍVEL NO PRESENTE,Recife,1418,2025-01-08,2025-01-15,4.5,0.15,1.0,2024-5-16
Flat na Ilha do Leite Recife 1 quarto Metrópolis Localizado no coração do segundo Polo Médico do país OTH1205,Recife,1533,2025-01-08,2025-01-15,1.7,None,6.8,2024-5-16
Apartamento/Flat Boa Viagem,Recife,2597,2025-01-08,2025-01-15,6.8,0.0,9.4,2024-5-16
Flat incrível 2 qtos Beach class conselheiro,Recife,1915,2025-01-08,2025-01-15,7.7,0.25,None,2024-5-16
Hosts BR-Flat Fit Transamérica Boa Viagem s/ taxa,Recife,1971,2025-01-08,2025-01-15,7.0,0.65,8.6,2024-5-16
BOA VIAGEM PROX AO MAR,Recife,1785,2025-01-08,2025-01-15,8.9,0.45,8.5,2024-5-16
Hosts BR - Flats Frente Mar c/ Cozinha,Recife,1626,2025-01-08,2025-01-15,17.5,None,None,2024-5-16
Hosts BR - Estúdio em Boa Viagem(s/taxas),Recife,1684,2025-01-08,2025-01-15,7.8,0.9,7.9,2024-5-16
Flat em Boa Viagem,Recife,2673,2025-01-08,2025-01-15,7.0,0.7,None,2024-5-16
Flat Barra home stay 2202,Recife,2520,2025-01-08,2025-01-15,19.6,0.7,9.7,2024-5-16
Excelente 3 Quartos Rua Navegantes em Boa Viagem No melhor local da praia SAL802,Recife,3570,2025-01-08,2025-01-15,6.1,0.15,9.1,2024-5-16
Mercure Navegantes Recife Hotel,Recife,2419,2025-01-08,2025-01-15,7.0,None,None,2024-5-16
apto na quadra do mar,Recife,2835,2025-01-08,2025-01-15,14.5,0.25,8.0,2024-5-16
Apto a beira-mar em Jaboatao dos Guararapes PE,Recife,2979,2025-01-08,2025-01-15,19.4,0.6,9.0,2024-5-16
Cosmeflats,Recife,2100,2025-01-08,2025-01-15,19.6,0.75,4.4,2024-5-16
Apt novíssimo Tamarineira,Recife,3780,2025-01-08,2025-01-15,4.1,None,10.0,2024-5-16
Flat no melhor lugar de boa viagem,Recife,4543,2025-01-08,2025-01-15,4.5,0.2,10.0,2024-5-16
Hostel da Socorro,Recife,2835,2025-01-08,2025-01-15,9.0,0.9,1.0,2024-5-16
Incrivel apto em frente a Praia de Piedade PE,Recife,3847,2025-01-08,2025-01-15,13.2,0.0,6.0,2024-5-16
Lindo apto à beira-mar Jaboatão dos Guararapes - PE,Recife,3931,2025-01-08,2025-01-15,16.6,0.5,7.0,2024-5-16
Aconchego Boa Viagem,Recife,4032,2025-01-08,2025-01-15,8.4,None,None,2024-5-16
Golden home service,Recife,7013,2025-01-08,2025-01-15,7.0,0.6,10.0,2024-5-16
RESERVA DO PAIVA - A MELHOR CASA PARA TEMPORADA,Recife,10121,2025-01-08,2025-01-15,26.6,0.0,8.4,2024-5-16
Cond Clube em Piedade noCarnaval,Recife,11246,2025-01-08,2025-01-15,15.7,1.0,None,2024-5-16
FLAT PRAIA DOS CARNEIROS / TAMANDARÉ 06 TÉRREO,Recife,14000,2025-01-08,2025-01-15,78.2,0.1,10.0,2024-5-16
Veja o mar no silêncio do centro! Hospede-se no quarto,Recife,428,2025-01-15,2025-01-22,0.2,2.5,8.3,2024-5-16
Lindo APT Azul a 50 metros do mar - Praia de Boa Viagem,Recife,750,2025-01-15,2025-01-22,5.8,None,10.0,2024-5-16
Lindo APT Cinza à 50m do mar - Praia de Boa Viagem,Recife,838,2025-01-15,2025-01-22,5.8,None,10.0,2024-5-16
Villa d'Oro Hotel,Recife,1709,2025-01-15,2025-01-22,1.4,2.9,8.6,2024-5-16
Hotel Dan Inn Mar Piedade - Grande Recife,Recife,2101,2025-01-15,2025-01-22,13.7,0.0,7.8,2024-5-16
Dublê Hotel - The Original,Recife,1870,2025-01-15,2025-01-22,6.5,0.15,7.7,2024-5-16
'"Apartamento EXCLUSIVO - Novo com 2 Quartos Climatizados Suíte Varanda Piscina e Academia - Vaga na garagem TV de 70'' Localização Premium ao Lado do Shopping Rio Mar - Inclui Enxoval Completo e Mimos!'",Recife,1245,2025-01-15,2025-01-22,3.5,1.0,9.9,2024-5-16
ibis Recife Boa Viagem,Recife,2048,2025-01-15,2025-01-22,4.4,0.35,8.0,2024-5-16
Rede Andrade LG Inn,Recife,1827,2025-01-15,2025-01-22,6.8,0.25,7.7,2024-5-16
Transamerica Fit Recife,Recife,2426,2025-01-15,2025-01-22,7.0,0.65,8.2,2024-5-16
Kastel Manibu Recife - Boa Viagem,Recife,2911,2025-01-15,2025-01-22,4.7,0.25,8.4,2024-5-16
Aconchegante Apto de 1qt a 60mts do Consulado EUA,Recife,1011,2025-01-15,2025-01-22,1.2,None,9.7,2024-5-16
Hotel Golden Park Recife Boa Viagem,Recife,2632,2025-01-15,2025-01-22,9.3,0.0,7.5,2024-5-16
Rede Andrade Plaza Recife,Recife,1670,2025-01-15,2025-01-22,0.6,3.0,7.0,2024-5-16
Radisson Recife,Recife,4998,2025-01-15,2025-01-22,5.7,0.0,8.8,2024-5-16
Hotel Enseada Boa Viagem,Recife,1863,2025-01-15,2025-01-22,8.6,0.6,7.5,2024-5-16
Marante Plaza Hotel,Recife,2800,2025-01-15,2025-01-22,5.0,0.0,8.3,2024-5-16
APARTAMENTO PROXIMO À UFPE,Recife,964,2025-01-15,2025-01-22,8.4,None,9.1,2024-5-16
Ramon Hostel Bar,Recife,380,2025-01-15,2025-01-22,8.5,0.45,7.8,2024-5-16
Oxen Hostel 2024,Recife,226,2025-01-15,2025-01-22,0.45,None,6.0,2024-5-16
Hotel Atlante Plaza,Recife,4136,2025-01-15,2025-01-22,9.2,0.0,8.8,2024-5-16
AMPLA e CONFORTÁVEL SUITE - BAIRRO DO ESPINHEIRO - RECIFE,Recife,1273,2025-01-15,2025-01-22,1.6,None,9.6,2024-5-16
Apartamentos a 2 min. da Praia localização exclusiva,Recife,1180,2025-01-15,2025-01-22,5.8,0.25,9.1,2024-5-16
Flat Beach Class Executive,Recife,1066,2025-01-15,2025-01-22,4.3,0.0,None,2024-5-16
Beira-mar Boa Viagem - Costa Vicentina by Bnb Flex,Recife,1575,2025-01-15,2025-01-22,10.2,0.5,8.6,2024-5-16
Studio com varanda - Melhor localização do Arruda,Recife,682,2025-01-15,2025-01-22,3.6,None,9.0,2024-5-16
Apartamento Beira Mar Boa Viagem,Recife,1336,2025-01-15,2025-01-22,5.7,0.5,8.5,2024-5-16
Lê'Frevo Pernambucano Hostel,Recife,298,2025-01-15,2025-01-22,0.6,3.0,7.5,2024-5-16
Fity Hotel,Recife,2737,2025-01-15,2025-01-22,7.3,0.25,8.7,2024-5-16
Grand Mercure Recife Boa Viagem,Recife,3052,2025-01-15,2025-01-22,7.8,0.0,7.8,2024-5-16
BOA VIAGEM - FLAT ROOFTOP ALTO PADRÃO,Recife,2142,2025-01-15,2025-01-22,6.4,0.55,9.8,2024-5-16
Rede Andrade Onda Mar,Recife,1575,2025-01-15,2025-01-22,7.8,0.3,7.0,2024-5-16
Duplex,Recife,714,2025-01-15,2025-01-22,0.7,None,9.5,2024-5-16
Hotel Enseada Aeroporto,Recife,1565,2025-01-15,2025-01-22,9.7,0.75,7.5,2024-5-16
Mercure Recife Navegantes,Recife,2249,2025-01-15,2025-01-22,7.0,0.1,7.2,2024-5-16
Rooftop 470 - Novíssimo Flat Boa Viagem,Recife,2318,2025-01-15,2025-01-22,6.4,0.55,9.9,2024-5-16
Transamerica Prestige Recife - Boa Viagem,Recife,3249,2025-01-15,2025-01-22,4.3,0.0,8.4,2024-5-16
Hotel Jangadeiro,Recife,3374,2025-01-15,2025-01-22,6.9,0.5,7.8,2024-5-16
BEIRA MAR- FLAT EXECUTIVE,Recife,2424,2025-01-15,2025-01-22,4.2,0.0,9.3,2024-5-16
TOLIVE One Housi Recife by Carpediem,Recife,1720,2025-01-15,2025-01-22,1.4,None,8.4,2024-5-16
Roomo Praia de Boa Viagem Residencial,Recife,2772,2025-01-15,2025-01-22,8.7,0.35,8.0,2024-5-16
Hotel Nacional Inn Recife Aeroporto,Recife,2306,2025-01-15,2025-01-22,8.0,1.2,7.1,2024-5-16
Flat Refugio! Vista deslumbrante! Frente-mar,Recife,1008,2025-01-15,2025-01-22,14.3,0.0,8.2,2024-5-16
Flat Novo e Moderno a 200m do Shopping  com Piscina wifii 500mbps,Recife,2104,2025-01-15,2025-01-22,7.9,1.1,9.8,2024-5-16
Bugan Recife Boa Viagem Hotel - by Atlantica,Recife,5042,2025-01-15,2025-01-22,8.3,0.35,9.1,2024-5-16
Flat - Boa Viagem para até 5 pessoas andar ALTO vista Mar Piscina Wifi 500Mbps,Recife,1745,2025-01-15,2025-01-22,6.2,0.8,9.8,2024-5-16
Flat Recife - Boa Viagem,Recife,2213,2025-01-15,2025-01-22,7.0,0.0,8.2,2024-5-16
Apartamento boa viagem,Recife,1314,2025-01-15,2025-01-22,5.2,None,None,2024-5-16
Studio Portal dos Corais apartamento 1003,Recife,2205,2025-01-15,2025-01-22,5.6,0.1,8.4,2024-5-16
Bonito é ser Feliz,Recife,714,2025-01-15,2025-01-22,4.8,None,9.7,2024-5-16
Lindo Apartamento com piscina - Beira Mar,Recife,1750,2025-01-15,2025-01-22,5.7,0.0,8.9,2024-5-16
Qto Duplo próximo ao Shopping Recife,Recife,625,2025-01-15,2025-01-22,8.1,None,10.0,2024-5-16
NovoHotell Recife,Recife,2480,2025-01-15,2025-01-22,1.5,None,8.1,2024-5-16
Apart Hotel Beach Class HÔM - 1902,Recife,1618,2025-01-15,2025-01-22,6.6,None,10.0,2024-5-16
Flat Edf Golden Beach,Recife,2744,2025-01-15,2025-01-22,14.2,0.0,8.5,2024-5-16
Excelente flat em Setúbal Boa Viagem até 4 pessoas cercado por restaurantes e supermercados PM802,Recife,1708,2025-01-15,2025-01-22,9.6,0.4,9.2,2024-5-16
Duplex,Recife,714,2025-01-15,2025-01-22,0.7,None,None,2024-5-16
Espaço inteiro a beira mar,Recife,1142,2025-01-15,2025-01-22,7.0,None,None,2024-5-16
Beira-Mar Boa Viagem - Ivone Asfora by Bnb Flex,Recife,1695,2025-01-15,2025-01-22,9.5,0.5,8.6,2024-5-16
Aconchegante Flat na Orla,Recife,1060,2025-01-15,2025-01-22,14.2,0.0,8.0,2024-5-16
Excelente Flat em Boa Viagem 2 quartos Beach Class Ideal para Família ou Negócios NOB2105,Recife,2730,2025-01-15,2025-01-22,6.6,0.8,8.9,2024-5-16
Mangue Oranje Hostel,Recife,1330,2025-01-15,2025-01-22,1.3,2.8,7.7,2024-5-16
Park Hotel,Recife,3032,2025-01-15,2025-01-22,8.6,0.1,8.5,2024-5-16
Mar Hotel Conventions,Recife,3374,2025-01-15,2025-01-22,8.7,0.5,8.6,2024-5-16
Lindo apartamento na beira-mar de Boa Viagem,Recife,1260,2025-01-15,2025-01-22,4.7,0.0,9.4,2024-5-16
Costa Mar Recife Hotel by Atlantica,Recife,2778,2025-01-15,2025-01-22,13.6,0.0,7.5,2024-5-16
Flats de Luxo by BnbFlex - Costa Vicentina,Recife,1597,2025-01-15,2025-01-22,10.2,0.1,8.6,2024-5-16
Hotel Fit transamérica,Recife,1701,2025-01-15,2025-01-22,7.0,None,10.0,2024-5-16
Flat para 4 pessoas em Boa Viagem com Piscina Wifi 500Mbps localizado a 350 metros da Praia,Recife,1882,2025-01-15,2025-01-22,6.5,0.0,9.5,2024-5-16
Parque Shopping #2001 - Apartamento Aconchegante em Boa Viagem por Carpediem,Recife,3015,2025-01-15,2025-01-22,3.5,0.9,9.8,2024-5-16
Betel Beach Flat Internacional Boa Viagem,Recife,3850,2025-01-15,2025-01-22,4.3,0.0,7.7,2024-5-16
Flat Beach Class Executive,Recife,2520,2025-01-15,2025-01-22,4.3,0.0,7.9,2024-5-16
Lindo apartamento no melhor do Recife,Recife,1603,2025-01-15,2025-01-22,3.5,0.9,9.8,2024-5-16
Studio Piedade,Recife,1017,2025-01-15,2025-01-22,14.9,0.65,7.8,2024-5-16
Stay Residence - CASA COMPARTILHADA,Recife,504,2025-01-15,2025-01-22,1.0,None,6.7,2024-5-16
Beach Class Executive,Recife,1369,2025-01-15,2025-01-22,4.2,0.1,None,2024-5-16
Kitnet na Boa Vista Recife - 508,Recife,1279,2025-01-15,2025-01-22,1.2,None,9.1,2024-5-16
Flat do lado Shopping Boa Vista,Recife,809,2025-01-15,2025-01-22,0.7,None,1.0,2024-5-16
Studio novo e equipado em Boa Viagem Rooftop #1004,Recife,2580,2025-01-15,2025-01-22,6.4,0.55,8.7,2024-5-16
Extraordinary Seafront Apartment,Recife,3928,2025-01-15,2025-01-22,6.8,0.0,9.8,2024-5-16
Pousada Nordestina,Recife,1260,2025-01-15,2025-01-22,14.1,0.2,7.4,2024-5-16
Flat/Boa Viagem - Wi-Fi 400mbps,Recife,1642,2025-01-15,2025-01-22,6.2,0.85,9.8,2024-5-16
Pousada Solar do Lazer,Recife,268,2025-01-15,2025-01-22,0.5,None,None,2024-5-16
Condomínio Navegantes Residence Hotel,Recife,1333,2025-01-15,2025-01-22,7.0,0.1,7.5,2024-5-16
Aram Beach Boa Viagem,Recife,2719,2025-01-15,2025-01-22,8.2,0.1,7.6,2024-5-16
Espaço rústico e aconchegante 1,Recife,600,2025-01-15,2025-01-22,3.2,None,None,2024-5-16
Loft Portal Beach,Recife,714,2025-01-15,2025-01-22,3.6,0.25,6.5,2024-5-16
Rede Andrade Vela Branca,Recife,1610,2025-01-15,2025-01-22,8.3,0.35,6.6,2024-5-16
Flat mobiliado na rua da Aurora,Recife,900,2025-01-15,2025-01-22,0.45,None,6.5,2024-5-16
Hostel Brasil Recife,Recife,347,2025-01-15,2025-01-22,7.5,None,9.0,2024-5-16
Flat Boa Viagem,Recife,1178,2025-01-15,2025-01-22,9.3,0.1,9.5,2024-5-16
Hotel das Fronteiras,Recife,1120,2025-01-15,2025-01-22,1.7,None,4.6,2024-5-16
Flat 507 - Rooftop Boa Viagem,Recife,1260,2025-01-15,2025-01-22,6.4,0.55,7.8,2024-5-16
Av boa viagem 618,Recife,762,2025-01-15,2025-01-22,4.5,0.1,None,2024-5-16
Flat localizado a 200m Shopping Recife bem Perto da Praia de Boa Viagem e com Wi-Fi 400Mbps,Recife,2009,2025-01-15,2025-01-22,7.8,0.9,9.1,2024-5-16
quintal293,Recife,1260,2025-01-15,2025-01-22,0.4,2.2,9.9,2024-5-16
Flat Beach Barra - Praia do Paiva - Ilha do amor,Recife,1640,2025-01-15,2025-01-22,19.5,0.0,8.7,2024-5-16
Flat Quarto e Sala 400 metros da Praia de Boa Viagem com Piscina Wi-Fi 220Mbps,Recife,1939,2025-01-15,2025-01-22,6.2,0.0,8.4,2024-5-16
Studio 51 residence,Recife,801,2025-01-15,2025-01-22,15.5,0.1,7.8,2024-5-16
Paiva (Barra Home Stay) Luxuoso - vista incrível 26 andar,Recife,1389,2025-01-15,2025-01-22,19.5,0.0,9.5,2024-5-16
Flat em Boa Viagem 100% Equipado,Recife,2380,2025-01-15,2025-01-22,6.4,0.55,9.9,2024-5-16
Beach Class Boa Viagem - Apartamento em Hotel Transamerica 5 Estrelas Vista para o Mar,Recife,2023,2025-01-15,2025-01-22,4.3,None,None,2024-5-16
Hosts BR - Flat frente mar c/ cozinha(sem taxas),Recife,2219,2025-01-15,2025-01-22,18.4,0.0,8.4,2024-5-16
Charmoso e Aconchegante,Recife,1960,2025-01-15,2025-01-22,7.3,0.5,9.5,2024-5-16
Flat Recife/Paiva Beira Mar Frente p/ Ilha do Amor,Recife,1610,2025-01-15,2025-01-22,19.2,0.0,9.1,2024-5-16
Perto do Chevrolet Hall,Recife,714,2025-01-15,2025-01-22,3.3,None,10.0,2024-5-16
Hosts BR - Flat Beach Class Boa Viagem (sem taxas),Recife,2165,2025-01-15,2025-01-22,6.6,0.8,8.8,2024-5-16
Aurora Recife Hostel,Recife,1176,2025-01-15,2025-01-22,1.1,None,None,2024-5-16
Boa Viagem Beach Flat apt 304,Recife,1197,2025-01-15,2025-01-22,8.7,0.2,None,2024-5-16
Apartamento no Coração de Recife 3 Centro,Recife,961,2025-01-15,2025-01-22,0.45,2.9,10.0,2024-5-16
Aconchegante ótima localização e vista para o mar,Recife,1922,2025-01-15,2025-01-22,0.3,2.6,8.3,2024-5-16
VISTA MAR BOA VIAGEM - BEACH CLASS EXECUTIVE,Recife,2680,2025-01-15,2025-01-22,4.2,0.0,9.6,2024-5-16
Excelente Flat em Boa Viagem 2 quartos Beach Class Ideal para Família ou Viagens de Negócio NOB1804,Recife,2730,2025-01-15,2025-01-22,6.6,0.8,9.5,2024-5-16
Flat a 100 metros da praia - Bairro de Boa Viagem,Recife,1178,2025-01-15,2025-01-22,10.2,None,None,2024-5-16
Edifício Califórnia,Recife,704,2025-01-15,2025-01-22,5.4,None,None,2024-5-16
Sonho dos golfinhos,Recife,739,2025-01-15,2025-01-22,38.9,1.1,9.6,2024-5-16
Apto em boa viagem novo e lindo,Recife,1575,2025-01-15,2025-01-22,10.0,None,10.0,2024-5-16
Flat luxo Studio Everest ap 1403,Recife,1666,2025-01-15,2025-01-22,4.7,0.15,8.7,2024-5-16
Casa perto do Centro de Convenções,Recife,762,2025-01-15,2025-01-22,3.3,None,None,2024-5-16
Kitnet na Boa Vista Recife - 1203,Recife,1279,2025-01-15,2025-01-22,1.2,None,9.5,2024-5-16
Meu flat no coração de Recife,Recife,1411,2025-01-15,2025-01-22,3.5,0.9,10.0,2024-5-16
Rooftop.470 em Boa Viagem por Carpediem,Recife,2580,2025-01-15,2025-01-22,6.4,0.55,7.8,2024-5-16
Flat na Praia em HOTEL DE LUXO (1001),Recife,1785,2025-01-15,2025-01-22,4.3,0.15,10.0,2024-5-16
BlubellaRecife,Recife,1088,2025-01-15,2025-01-22,7.7,None,None,2024-5-16
Apart hotel c WiFi prox a Praia de Boa Viagem PE,Recife,4174,2025-01-15,2025-01-22,6.6,0.55,8.1,2024-5-16
Flat Beira Mar Recife - Praia de Piedade,Recife,4480,2025-01-15,2025-01-22,12.5,0.0,9.1,2024-5-16
STAY POUSADA,Recife,798,2025-01-15,2025-01-22,1.4,None,6.9,2024-5-16
Hospede-se próximo ao Aeroporto Internacional dos Guararapes em Recife - Rua Esdras Farias  15B,Recife,536,2025-01-15,2025-01-22,7.0,None,10.0,2024-5-16
Maria Renda #1501 - Flat em Recife por Carpediem,Recife,3153,2025-01-15,2025-01-22,7.9,0.1,None,2024-5-16
Moradia dos sonhos 30 m da praia,Recife,1180,2025-01-15,2025-01-22,7.9,None,None,2024-5-16
Apartamento próximo ao aeroporto e praia,Recife,809,2025-01-15,2025-01-22,9.0,0.9,5.3,2024-5-16
Residencial D'itália "Praia de Piedade com garagem",Recife,1363,2025-01-15,2025-01-22,15.6,0.0,8.3,2024-5-16
Eclipse Motel,Recife,774,2025-01-15,2025-01-22,6.5,None,6.1,2024-5-16
boa viagem vista mar,Recife,2450,2025-01-15,2025-01-22,8.7,0.35,9.7,2024-5-16
Condomínio Ibiza #703 - Apartamento na Praia de Candeias por Carpediem,Recife,1346,2025-01-15,2025-01-22,15.7,0.15,7.4,2024-5-16
Paiva home stay,Recife,1339,2025-01-15,2025-01-22,18.9,None,None,2024-5-16
ibis Recife Aeroporto,Recife,2255,2025-01-15,2025-01-22,9.2,1.6,8.3,2024-5-16
Beach Class #3506 - Suíte Confortável by Carpediem,Recife,1645,2025-01-15,2025-01-22,1.7,None,8.0,2024-5-16
Flat no Mercure Navegantes,Recife,1097,2025-01-15,2025-01-22,7.0,None,None,2024-5-16
Flat - Boa viagem- Recife - Poucos metros da praia,Recife,1575,2025-01-15,2025-01-22,10.2,0.5,9.5,2024-5-16
Casa com piscina aconchegante 300 m do mar,Recife,1856,2025-01-15,2025-01-22,12.6,0.4,5.5,2024-5-16
Kitnet 1102 - Apartamento para temporada,Recife,1279,2025-01-15,2025-01-22,1.2,None,8.8,2024-5-16
Flat Beira Mar Beach Class,Recife,2447,2025-01-15,2025-01-22,4.3,0.1,6.0,2024-5-16
RoofTop #601 - Praia de Boa Viagem por Carpediem,Recife,2580,2025-01-15,2025-01-22,6.4,0.55,10.0,2024-5-16
Seu lar no melhor de Recife - Boa Viagem.,Recife,1470,2025-01-15,2025-01-22,8.5,1.1,None,2024-5-16
Acero'Lar,Recife,357,2025-01-15,2025-01-22,0.5,2.9,1.0,2024-5-16
Apt 2 quartos com varanda próximo Praça Casa Forte o bairro mais agradável do Recife ARN901,Recife,1757,2025-01-15,2025-01-22,5.2,None,9.3,2024-5-16
Flat Navegantes Residence - Mar,Recife,2094,2025-01-15,2025-01-22,7.0,0.1,10.0,2024-5-16
Apartamento na melhor localização de Recife,Recife,884,2025-01-15,2025-01-22,3.6,None,4.0,2024-5-16
Hostel Alvorada,Recife,506,2025-01-15,2025-01-22,8.4,None,1.5,2024-5-16
Flat no Coração de Boa Viagem,Recife,1351,2025-01-15,2025-01-22,8.0,1.1,3.0,2024-5-16
Flet boa viagem,Recife,1190,2025-01-15,2025-01-22,9.3,0.1,1.0,2024-5-16
Mercure #508 - Apê em Boa Viagem por Carpediem,Recife,2193,2025-01-15,2025-01-22,7.0,0.1,None,2024-5-16
Flat Radisson Recife,Recife,3822,2025-01-15,2025-01-22,5.7,0.0,9.3,2024-5-16
Cantinho especial de Piedade,Recife,1130,2025-01-15,2025-01-22,15.6,0.95,10.0,2024-5-16
Lindo apartamento em Recife,Recife,1017,2025-01-15,2025-01-22,3.6,None,1.0,2024-5-16
Marbelo Pernambuco Hostel,Recife,1637,2025-01-15,2025-01-22,0.4,2.8,8.5,2024-5-16
Piscina no Rooftop! Exclusivo ''Apartamento Compacto com Design Moderno e Infraestrutura Completa em Boa viagem - Estacionamento e Portaria 24h! Roupas de Cama Toalhas e mimos inclusos!'',Recife,2416,2025-01-15,2025-01-22,6.2,0.8,9.3,2024-5-16
Pousada Praia Boa Viagem,Recife,1663,2025-01-15,2025-01-22,8.5,0.15,8.0,2024-5-16
Apartamento e Suítes Mobiliada Climatizada Campo Grande,Recife,1553,2025-01-15,2025-01-22,2.6,1.4,9.0,2024-5-16
Aconchego e Conveniência - Apartamento para 2pessoas a 2min da Praia de Boa viagem - 1 Quarto com Ar-Condicionado - Wi-Fi e Mobilia COMPLETA '' Localização Privilegiada com Custo-Beneficio Imbatível em Recife!'' -Promoção Exclusiva-,Recife,1687,2025-01-15,2025-01-22,5.8,0.25,8.2,2024-5-16
Kitnet 1 quarto com banheiro carnaval recife  condomínio fechado,Recife,1339,2025-01-15,2025-01-22,6.3,2.7,None,2024-5-16
No coração de Boa Viagem,Recife,2205,2025-01-15,2025-01-22,8.2,0.15,9.3,2024-5-16
Rooftop #401 - Loft em Boa Viagem por Carpediem,Recife,2580,2025-01-15,2025-01-22,6.4,0.55,10.0,2024-5-16
Flats Mobiliados Zona Norte Casa forte recife Aluguel por temporada Direto com o dono,Recife,1603,2025-01-15,2025-01-22,3.6,None,8.0,2024-5-16
Excelente localização na zona norte - Sem Taxas,Recife,2100,2025-01-15,2025-01-22,4.2,None,9.5,2024-5-16
Ótimo Apt de 1qt a 60mts do Consulado EUA,Recife,1546,2025-01-15,2025-01-22,1.2,None,None,2024-5-16
Kitnet com hidromassagem boa viagem,Recife,1151,2025-01-15,2025-01-22,6.1,2.7,3.0,2024-5-16
Studio moderno em Boa viagem -Zona SUL todo mobiliado - SEM TAXAS,Recife,2100,2025-01-15,2025-01-22,7.9,0.9,10.0,2024-5-16
Flat na Ilha do Leite Recife 1 quarto Metrópolis Localizado no coração do segundo Polo Médico do país OTH1703,Recife,1533,2025-01-15,2025-01-22,1.7,None,8.7,2024-5-16
Rooftop #705 - Suíte em Boa Viagem por Carpediem,Recife,2580,2025-01-15,2025-01-22,6.4,0.55,10.0,2024-5-16
Pousada Solar do Lazer,Recife,274,2025-01-15,2025-01-22,0.5,None,None,2024-5-16
Ótima Localização - Zona Norte - SEM TAXAS,Recife,1890,2025-01-15,2025-01-22,2.8,None,8.9,2024-5-16
Requinte e sofisticação ao lado Jardim Botânico,Recife,1260,2025-01-15,2025-01-22,10.2,None,7.0,2024-5-16
Rooftop #1402 - Studio em Boa Viagem por Carpediem,Recife,2580,2025-01-15,2025-01-22,6.4,0.55,None,2024-5-16
#403 Quádruplo em Boa Viagem por Carpediem,Recife,2580,2025-01-15,2025-01-22,6.4,0.55,9.0,2024-5-16
Pousada Flat Hotel em Casa Forte,Recife,1253,2025-01-15,2025-01-22,4.4,None,8.0,2024-5-16
Suíte na beira mar da Praia de Piedade por Carpediem,Recife,1782,2025-01-15,2025-01-22,13.6,0.5,5.0,2024-5-16
Flora Pousada,Recife,2035,2025-01-15,2025-01-22,0.45,2.9,None,2024-5-16
Rooftop #1308 - Estúdio em Boa Viagem by Carpediem,Recife,2580,2025-01-15,2025-01-22,6.4,0.55,9.0,2024-5-16
Rooftop #1405 - Suíte em Boa Viagem by Carpediem,Recife,2580,2025-01-15,2025-01-22,6.4,0.55,None,2024-5-16
Rooftop #603 - Suíte em Boa Viagem por Carpediem,Recife,2580,2025-01-15,2025-01-22,6.4,0.55,10.0,2024-5-16
Rooftop#1101 - Luxo em Boa Viagem por Carpediem,Recife,2580,2025-01-15,2025-01-22,6.4,None,None,2024-5-16
Rooftop #704 - Suíte em Boa Viagem por Carpediem,Recife,2580,2025-01-15,2025-01-22,6.4,0.55,10.0,2024-5-16
Melhor local da zona norte Sem Taxas,Recife,2100,2025-01-15,2025-01-22,3.3,None,9.2,2024-5-16
Beach Class Executive - Beira Mar Quádruplo,Recife,2741,2025-01-15,2025-01-22,4.2,0.0,None,2024-5-16
Rooftop #306 - Suíte em Boa Viagem por Carpediem,Recife,2580,2025-01-15,2025-01-22,6.4,0.55,8.4,2024-5-16
