Hotel,Preço,Checkin,Checkout,Dist_centro,Dist_praia
Wilton Manor NO LOADSHEDDING,334.0,2024-05-21,2024-05-22,2.2,750
The Commodore Hotel,978.0,2024-05-21,2024-05-22,2.1,1.000
Paradiso Guesthouse & Self-catering Cottage,515.0,2024-05-21,2024-05-22,13.1,None
African Vibes Camps Bay,301.0,2024-05-21,2024-05-22,5.2,850
Gorgeous George by Design Hotels ™,808.0,2024-05-21,2024-05-22,150 m do centro,2.8 km da praia
Camdene Guesthouse,361.0,2024-05-21,2024-05-22,10,None
Panorama Guest House,245.0,2024-05-21,2024-05-22,6.2,None
Villa V,957.0,2024-05-21,2024-05-22,7.4,400
Cape Diem Lodge,807.0,2024-05-21,2024-05-22,1.7,1.3 km da praia
Radisson Hotel Cape Town Foreshore,965.0,2024-05-21,2024-05-22,0.9,2.6 km da praia
Premier Hotel Cape Town,588.0,2024-05-21,2024-05-22,3.1,250
Harpers House,613.0,2024-05-21,2024-05-22,2.1,950
Royal Boutique Hotel,564.0,2024-05-21,2024-05-22,5.1,250
Sweet Orange Guest House,250.0,2024-05-21,2024-05-22,2.8,400
Urban Elephant 16 On Bree,421.0,2024-05-21,2024-05-22,0.8,2.3 km da praia
Cape Town Hollow Boutique Hotel,451.0,2024-05-21,2024-05-22,0.6,2.9 km da praia
Urban Oasis Aparthotel,348.0,2024-05-21,2024-05-22,250 m do centro,None
2 bedroom townhouse,1.204,2024-05-21,2024-05-22,5.2,500
WINK Aparthotel One Thibault,301.0,2024-05-21,2024-05-22,0.7,2.5 km da praia
Protea Hotel by Marriott Cape Town Waterfront Breakwater Lodge,1.087,2024-05-21,2024-05-22,1.9,1.1 km da praia
Long Street Boutique Hotel,237.0,2024-05-21,2024-05-22,450 m do centro,2.7 km da praia
StayEasy Cape Town City Bowl,440.0,2024-05-21,2024-05-22,0.6,2.4 km da praia
Azamare Guest House,752.0,2024-05-21,2024-05-22,5.6,150
Victoria & Alfred Hotel by NEWMARK,1.708,2024-05-21,2024-05-22,2.1,1.2 km da praia
Scalabrini Accommodation,159.0,2024-05-21,2024-05-22,400 m do centro,None
Cape Heritage Hotel,864.0,2024-05-21,2024-05-22,450 m do centro,2.5 km da praia
The Heriot City Centre Apartments,263.0,2024-05-21,2024-05-22,0.7,2.6 km da praia
Newkings Boutique Hotel,538.0,2024-05-21,2024-05-22,3.6,200
Neighbourgood Ravenscraig,265.0,2024-05-21,2024-05-22,2.3,600
The Marilyn on Sea Point,223.0,2024-05-21,2024-05-22,3,Beira-mar
Hyatt Regency Cape Town,1.413,2024-05-21,2024-05-22,500 m do centro,2.4 km da praia
Parker Cottage Guesthouse,612.0,2024-05-21,2024-05-22,1.2,2.4 km da praia
Bridgewater Apartments by Century City Hotels,355.0,2024-05-21,2024-05-22,8.6,2.1 km da praia
Check Inn Hotel,203.0,2024-05-21,2024-05-22,2.3,750
Latitude Aparthotel by Totalstay,571.0,2024-05-21,2024-05-22,3.6,250
The Residences at Crystal Towers,429.0,2024-05-21,2024-05-22,8.7,2.1 km da praia
Xenia Aparthotel by Totalstay,386.0,2024-05-21,2024-05-22,1.1,1.9 km da praia
Romney Park Luxury Apartments,602.0,2024-05-21,2024-05-22,2.3,550
Three Boutique Hotel,479.0,2024-05-21,2024-05-22,1.5,None
The Capital Mirage,793.0,2024-05-21,2024-05-22,0.9,2.1 km da praia
Signature Lux Hotel by ONOMO Waterfront,748.0,2024-05-21,2024-05-22,1.2,2 km da praia
First Group Riviera Suites,444.0,2024-05-21,2024-05-22,3.2,Beira-mar
Number5 Guesthouse,362.0,2024-05-21,2024-05-22,1.3,2.9 km da praia
Cape Town Marriott Hotel Crystal Towers,961.0,2024-05-21,2024-05-22,8.7,2.1 km da praia
Neighbourgood Reserve,289.0,2024-05-21,2024-05-22,50 m do centro,2.9 km da praia
Ashanti Gardens Guesthouse,251.0,2024-05-21,2024-05-22,1.3,2.9 km da praia
Finchley Guesthouse,341.0,2024-05-21,2024-05-22,5.3,450
Kaya Stay,276.0,2024-05-21,2024-05-22,1.1,2 km da praia
Mediterranean Style Accommodation in De Waterkant,348.0,2024-05-21,2024-05-22,1.1,1.8 km da praia
Abbey Manor Luxury Guesthouse,568.0,2024-05-21,2024-05-22,2,None
Kloof Street Hotel - Lion Roars Hotels & Lodges,516.0,2024-05-21,2024-05-22,0.8,2.8 km da praia
The Onyx Apartment Hotel by NEWMARK,1.081,2024-05-21,2024-05-22,1.1,2.5 km da praia
Protea Hotel Fire & Ice by Marriott Cape Town,961.0,2024-05-21,2024-05-22,0.8,2.6 km da praia
The Glen Boutique Hotel & Spa,906.0,2024-05-21,2024-05-22,2.7,500
POD Camps Bay,1.755,2024-05-21,2024-05-22,4.6,Beira-mar
DysArt Boutique Hotel - Solar Power,898.0,2024-05-21,2024-05-22,2.1,900
Lagoon Beach Hotel & Spa,571.0,2024-05-21,2024-05-22,6.8,Beira-mar
Vineyard Hotel,1.558,2024-05-21,2024-05-22,7,None
Mountview Guest House,446.0,2024-05-21,2024-05-22,2.6,650
Hippo Boutique Hotel,597.0,2024-05-21,2024-05-22,0.9,2.6 km da praia
Selton Guesthouse,178.0,2024-05-21,2024-05-22,7.7,None
Casa on Kei Apple by Totalstay,458.0,2024-05-21,2024-05-22,3.3,350
Blackheath Lodge by The Oyster Collection,1.055,2024-05-21,2024-05-22,2.6,400
Tintagel Guesthouse,368.0,2024-05-21,2024-05-22,1,2.5 km da praia
NOAH House,1.086,2024-05-21,2024-05-22,1.2,2.3 km da praia
The Clarendon - Bantry Bay,1.115,2024-05-21,2024-05-22,3.7,450
Casa on Bantry by Totalstay,441.0,2024-05-21,2024-05-22,3.7,250
Casa on Quendon by Totalstay,355.0,2024-05-21,2024-05-22,3.3,350
Atlantic Palms,535.0,2024-05-21,2024-05-22,10.1,Beira-mar
The Cellars-Hohenort,1.452,2024-05-21,2024-05-22,8.7,None
Villa Coloniale Schumacher Luxury Retreat,710.0,2024-05-21,2024-05-22,12.9,None
Fernwood Manor Boutique Guest House,557.0,2024-05-21,2024-05-22,6.6,None
Primi Seacastle,840.0,2024-05-21,2024-05-22,4.5,Beira-mar
61 on Camps Bay,406.0,2024-05-21,2024-05-22,5.4,350
South Beach Camps Bay Boutique Hotel,1.379,2024-05-21,2024-05-22,5.2,Beira-mar
BlackBrick Cape Town Foreshore,257.0,2024-05-21,2024-05-22,0.6,2.6 km da praia
Living Hotel Lion's Eye,933.0,2024-05-21,2024-05-22,5.6,200
Liberty Lodge Guest House,288.0,2024-05-21,2024-05-22,1.6,2.5 km da praia
brookdale house,272.0,2024-05-21,2024-05-22,9.2,None
Wild Olive Guest House,356.0,2024-05-21,2024-05-22,7.3,None
Cape Finest - De Waterkant House,470.0,2024-05-21,2024-05-22,1.1,1.9 km da praia
WINK Aparthotel Eaton Square,220.0,2024-05-21,2024-05-22,13.2,None
The Andros Boutique Hotel,822.0,2024-05-21,2024-05-22,8.2,None
Cape Finest Guest House located in De Waterkant,638.0,2024-05-21,2024-05-22,1,2 km da praia
Cape Royale Apartments with Cape Finest,439.0,2024-05-21,2024-05-22,1.9,Beira-mar
DoubleTree by Hilton Cape Town Upper Eastside,1.12,2024-05-21,2024-05-22,3.7,None
Pineapple House Boutique Hotel,1.107,2024-05-21,2024-05-22,2.9,300
Neighbourgood Romney,279.0,2024-05-21,2024-05-22,2.3,600
Icon Luxury Apartments,529.0,2024-05-21,2024-05-22,0.8,2.4 km da praia
Sun&Sand Camps Bay,251.0,2024-05-21,2024-05-22,4.8,950
Valley Heights Guest House and B & B,251.0,2024-05-21,2024-05-22,8.8,None
The Westin Cape Town,2.299,2024-05-21,2024-05-22,1.1,2.3 km da praia
Point Break Luxury Apartments,295.0,2024-05-21,2024-05-22,1.6,1.4 km da praia
Knightsbridge Luxury Apartments,432.0,2024-05-21,2024-05-22,9.3,2.4 km da praia
Colosseum Luxury Hotel,697.0,2024-05-21,2024-05-22,8.7,2 km da praia
23 Grace,304.0,2024-05-21,2024-05-22,8,None
Cotswold House,250.0,2024-05-21,2024-05-22,8.4,450
Twelve Apostles Hotel & Spa,2.079,2024-05-21,2024-05-22,8.6,850
SunSquare Cape Town Gardens,500.0,2024-05-21,2024-05-22,1.1,None
Balfour Place Guesthouse,669.0,2024-05-21,2024-05-22,5.1,250
On Pinewood Guest House,286.0,2024-05-21,2024-05-22,6,None
City Lodge Hotel V&A Waterfront,738.0,2024-05-21,2024-05-22,1.2,2 km da praia
Queen Victoria Hotel by NEWMARK,2.363,2024-05-21,2024-05-22,2.1,1.1 km da praia
Signal Hill Lodge,359.0,2024-05-21,2024-05-22,1,2 km da praia
Villa Lion View Private Luxury Retreat,947.0,2024-05-21,2024-05-22,11.1,None
President Hotel,634.0,2024-05-21,2024-05-22,3.7,150
Garden Court Victoria Junction,612.0,2024-05-21,2024-05-22,1.3,1.6 km da praia
Inn-Style,273.0,2024-05-21,2024-05-22,8.3,None
Hollow on the Square City Hotel,811.0,2024-05-21,2024-05-22,0.9,2.5 km da praia
Kaap Mooi Luxury Guest House,404.0,2024-05-21,2024-05-22,1.5,2.2 km da praia
Neighbourgood 84 Harrington,328.0,2024-05-21,2024-05-22,0.6,None
The Capital 15 on Orange Hotel & Spa,734.0,2024-05-21,2024-05-22,0.7,2.8 km da praia
Island Club Hotel & Apartments,599.0,2024-05-21,2024-05-22,9.1,2.3 km da praia
Cape Royale Luxury Apartments by Stay In Luxury,769.0,2024-05-21,2024-05-22,1.9,1.1 km da praia
Future Found Sanctuary by NEWMARK,1.767,2024-05-21,2024-05-22,10.3,None
Grand Blue D,306.0,2024-05-21,2024-05-22,10.6,550
Kaya La Provence,267.0,2024-05-21,2024-05-22,11,None
Executive City Micro Living in Long Street at One Thibault,260.0,2024-05-21,2024-05-22,0.7,2.5 km da praia
From your home to mine!,226.0,2024-05-21,2024-05-22,2.2,None
Sea Star Rocks Boutique Hotel,1.003,2024-05-21,2024-05-22,5.3,900
5 Camp Street Guesthouse & Self-catering,446.0,2024-05-21,2024-05-22,1.4,2.9 km da praia
Newlands Peak Aparthotel by Totalstay,520.0,2024-05-21,2024-05-22,7.1,None
The Alphen Boutique Hotel & Spa,1.546,2024-05-21,2024-05-22,10.1,None
First Group Mount Sierra,504.0,2024-05-21,2024-05-22,1.3,2.9 km da praia
CapeStays - Villa Infinity,557.0,2024-05-21,2024-05-22,3.7,600
The Atlantic DonReal Guesthouse,529.0,2024-05-21,2024-05-22,4.5,600
ONOMO Hotel Cape Town – Inn On The Square,389.0,2024-05-21,2024-05-22,250 m do centro,2.7 km da praia
Welgelegen House,1.31,2024-05-21,2024-05-22,1.5,2.8 km da praia
Wex 1 Apartments,215.0,2024-05-21,2024-05-22,2.4,None
StayEasy Century City,351.0,2024-05-21,2024-05-22,9.5,2.8 km da praia
Inn & Out Express Sea Point,144.0,2024-05-21,2024-05-22,2.8,350
Cape palm royal guest house,100.0,2024-05-21,2024-05-22,3.8,None
Obz Hotel,167.0,2024-05-21,2024-05-22,4.8,None
The City Club,113.0,2024-05-21,2024-05-22,3.6,None
City Lodge Hotel Pinelands,443.0,2024-05-21,2024-05-22,7,None
The Marly Boutique Hotel,2.48,2024-05-21,2024-05-22,5,Beira-mar
Camissa House,2.211,2024-05-21,2024-05-22,2.5,None
One Thibault Apartments by ITC Hospitality,318.0,2024-05-21,2024-05-22,0.8,2.5 km da praia
Southern Light Country House,377.0,2024-05-21,2024-05-22,8.4,None
Thyme Wellness Spa and Guesthouse,412.0,2024-05-21,2024-05-22,16.3,None
Devonport House - Constantia,585.0,2024-05-21,2024-05-22,11.3,None
Riversong Guest House,609.0,2024-05-21,2024-05-22,6.8,None
Majorca Self-Catering Apartments,499.0,2024-05-21,2024-05-22,8.9,2.2 km da praia
Silvermist Wine Estate,777.0,2024-05-21,2024-05-22,9.8,None
Kabana Family Home and Guest House,166.0,2024-05-21,2024-05-22,18.5,None
Urban Oasis At The Four Seasons,351.0,2024-05-21,2024-05-22,0.5,None
Thelma & You,362.0,2024-05-21,2024-05-22,7.9,None
The Capetonian - Halaal,502.0,2024-05-21,2024-05-22,1,2.5 km da praia
7th Wonder Boutique Guest House,265.0,2024-05-21,2024-05-22,12.3,Beira-mar
Rosedene Guest House,873.0,2024-05-21,2024-05-22,2.1,2.3 km da praia
Pepperclub Hotel,2.226,2024-05-21,2024-05-22,400 m do centro,2.6 km da praia
Compass House Boutique Hotel - Adults Only,2.095,2024-05-21,2024-05-22,3.7,450
Innscape Classic Formely The New Tulbagh Hotel,223.0,2024-05-21,2024-05-22,0.8,2.6 km da praia
Mayfair Luxury Apartments,389.0,2024-05-21,2024-05-22,9.3,2.2 km da praia
Villa Puccini,641.0,2024-05-21,2024-05-22,7.6,None
Skylar - The Sentinel,273.0,2024-05-21,2024-05-22,400 m do centro,None
Cape Grace A Fairmont Managed Hotel,5.171,2024-05-21,2024-05-22,1.8,1.4 km da praia
51 On Vlei,277.0,2024-05-21,2024-05-22,12.6,1.9 km da praia
Vida Nova Retreat,641.0,2024-05-21,2024-05-22,10.7,None
Nova Constantia Boutique Residence,566.0,2024-05-21,2024-05-22,12.7,None
Sovn Experience+Lifestyle,504.0,2024-05-21,2024-05-22,4.5,600
ALBATROSS SUITE,349.0,2024-05-21,2024-05-22,3.6,Beira-mar
Cape Town Beachfront Apartments at Leisure Bay,393.0,2024-05-21,2024-05-22,6.8,Beira-mar
Cosy Cape Town Studio Apartment,180.0,2024-05-21,2024-05-22,0.6,2.7 km da praia
Neighbourgood 1st Crescent Camps Bay,290.0,2024-05-21,2024-05-22,5.2,None
Urban Oasis at The Square,351.0,2024-05-21,2024-05-22,0.5,None
Adiel Guesthouse,124.0,2024-05-21,2024-05-22,11.8,None
Constantia HomeStay,220.0,2024-05-21,2024-05-22,13.3,None
The City Club On Plein,115.0,2024-05-21,2024-05-22,2.7,None
Hasate Guest House 10 Florence street Oakdale Belliville 7530 cape town south African,163.0,2024-05-21,2024-05-22,19.8,None
Neighbourgood Loop Street,345.0,2024-05-21,2024-05-22,300 m do centro,2.6 km da praia
Labotessa Luxury Boutique Hotel,3.423,2024-05-21,2024-05-22,200 m do centro,None
The Villa Rosa Guest House & Self-catering Apartments,318.0,2024-05-21,2024-05-22,2.7,500
Taj Executive Suites Private Residence,1.204,2024-05-21,2024-05-22,30 m do centro,2.8 km da praia
Gardens Centre Holiday Apartments,293.0,2024-05-21,2024-05-22,1,None
City Club Guesthouse,118.0,2024-05-21,2024-05-22,3.2,None
Taj 2 bed Suite - deluxe hotel suite with lounge & stunning Table Mtn views,1.393,2024-05-21,2024-05-22,50 m do centro,2.8 km da praia
001 The Tokyo,172.0,2024-05-21,2024-05-22,350 m do centro,2.6 km da praia
Radisson Blu Hotel Waterfront Cape Town,5.608,2024-05-21,2024-05-22,2.9,150
Last Word Constantia,1.015,2024-05-21,2024-05-22,11.8,None
Luxury City Apartment with Mountain Views,557.0,2024-05-21,2024-05-22,450 m do centro,2.6 km da praia
Broadway Tygervalley House,225.0,2024-05-21,2024-05-22,20.7,None
Dalton House,472.0,2024-05-21,2024-05-22,10.9,None
Prestone Cottage,80.0,2024-05-21,2024-05-22,17.4,None
Blue Nile Guest,178.0,2024-05-21,2024-05-22,18.1,None
18 on Faure,203.0,2024-05-21,2024-05-22,1,2.7 km da praia
Garden Court Nelson Mandela Boulevard,488.0,2024-05-21,2024-05-22,2.7,None
1 on Albert Building,156.0,2024-05-21,2024-05-22,3.2,None
The Cape Colonial Guest House,279.0,2024-05-21,2024-05-22,1.3,2.8 km da praia
The Bohemian Guesthouse,348.0,2024-05-21,2024-05-22,9.8,2.2 km da praia
Helpful lodge,139.0,2024-05-21,2024-05-22,0.8,2.6 km da praia
SUN1 MILNERTON,195.0,2024-05-21,2024-05-22,9.9,1.8 km da praia
Dock House Boutique Hotel and Spa by NEWMARK,2.58,2024-05-21,2024-05-22,2.1,1.1 km da praia
Medindi Manor,552.0,2024-05-21,2024-05-22,6.4,None
Hotel Apt Wifi Roof Deck Central CBD 247 Power,225.0,2024-05-21,2024-05-22,300 m do centro,None
Pixie Lodge,88.0,2024-05-21,2024-05-22,7.6,950
Sea Five Boutique Hotel,963.0,2024-05-21,2024-05-22,4.6,Beira-mar
Swiss Cottage Guest House,394.0,2024-05-21,2024-05-22,5,Beira-mar
Dolphin Inn Guesthouse,446.0,2024-05-21,2024-05-22,3.1,Beira-mar
Q on Westford,208.0,2024-05-21,2024-05-22,15,400
4 on Varneys Guest House - We have uninterrupted power,326.0,2024-05-21,2024-05-22,2.1,950
Port View Guest House,413.0,2024-05-21,2024-05-22,1.7,1.3 km da praia
A310 Lagoon Beach Apartment & Spa,610.0,2024-05-21,2024-05-22,7,Beira-mar
Dale Court Guest House,350.0,2024-05-21,2024-05-22,2,1 km da praia
Lagoon Beach Hotel Apartments,638.0,2024-05-21,2024-05-22,6.8,Beira-mar
The Sanctuary Guest House Estate,392.0,2024-05-21,2024-05-22,8.3,400
Mount Nelson A Belmond Hotel Cape Town,7.027,2024-05-21,2024-05-22,0.9,3 km da praia
MoTown by Mojo,130.0,2024-05-21,2024-05-22,2.9,350
Houghton View 13 Luxury Apartments,1.853,2024-05-21,2024-05-22,5.6,200
More Quarters Hotel,1.96,2024-05-21,2024-05-22,1.4,2.6 km da praia
TwinnPalms Accommodation,150.0,2024-05-21,2024-05-22,7.5,750
103onWallace Self Catering Guest House,181.0,2024-05-21,2024-05-22,11.2,None
African Sunsets Camps Bay,752.0,2024-05-21,2024-05-22,4.6,900
Stay at 11 on Gull,291.0,2024-05-21,2024-05-22,14,250
Cartwrights,647.0,2024-05-21,2024-05-22,200 m do centro,2.9 km da praia
One Calais Luxury Apartments,238.0,2024-05-21,2024-05-22,2.5,500
The Lenox,72.0,2024-05-21,2024-05-22,1.2,None
The Clarendon - Fresnaye,1.567,2024-05-21,2024-05-22,3.3,500
Sikelela Guest House,181.0,2024-05-21,2024-05-22,15.9,None
First Group Hastings Hall,376.0,2024-05-21,2024-05-22,1.6,2.3 km da praia
Stunning Sea View Apartment - Camps Bay,1.826,2024-05-21,2024-05-22,5.3,Beira-mar
Beach Apartment Camps Bay,502.0,2024-05-21,2024-05-22,4.6,Beira-mar
InAweStays Holiday Homes,780.0,2024-05-21,2024-05-22,1.4,2.5 km da praia
Villa Legacy,697.0,2024-05-21,2024-05-22,2.8,850
Camps Bay Village - Studios and Apartments,2.786,2024-05-21,2024-05-22,5.1,Beira-mar
Mountain Manor Guest House & Executive Suites,837.0,2024-05-21,2024-05-22,1.2,None
Cape Riviera Guesthouse,326.0,2024-05-21,2024-05-22,1.8,None
Appleby Guesthouse,279.0,2024-05-21,2024-05-22,15.9,None
Wex1 Style living,207.0,2024-05-21,2024-05-22,2.4,None
M & B Backpackers,70.0,2024-05-21,2024-05-22,0.5,None
The Carrington Aparthotel by Totalstay,295.0,2024-05-21,2024-05-22,300 m do centro,2.5 km da praia
Kimberly Backpacker Hotel,70.0,2024-05-21,2024-05-22,0.5,None
The Greenhouse Guesthouse,277.0,2024-05-21,2024-05-22,1.4,1.5 km da praia
Jangada cottage sun valley fish hoek,301.0,2024-05-21,2024-05-22,22.2,None
Rondebosch Cottage,267.0,2024-05-21,2024-05-22,7.5,None
Auberge Gardens,188.0,2024-05-21,2024-05-22,1.2,2.9 km da praia
Happy Home - Woodstock,135.0,2024-05-21,2024-05-22,3.2,None
Villa de la Mer Hout Bay Beachfront,1.63,2024-05-21,2024-05-22,15.1,100
Just Off Long - Inner City Gem,248.0,2024-05-21,2024-05-22,200 m do centro,2.7 km da praia
O on Kloof Boutique Hotel & Spa,502.0,2024-05-21,2024-05-22,3.4,500
Four Seasons Apartments,153.0,2024-05-21,2024-05-22,0.5,None
Prince Olive,975.0,2024-05-21,2024-05-22,16.1,2.9 km da praia
Phoenix Home,1.696,2024-05-21,2024-05-22,16.2,None
Skylines & Sunsets,243.0,2024-05-21,2024-05-22,0.8,2.3 km da praia
Luxurious One Bed apartment,198.0,2024-05-21,2024-05-22,0.6,2.7 km da praia
Roodenburg House,304.0,2024-05-21,2024-05-22,6.8,None
HARESCA LUXURY Accommodation Bellville,119.0,2024-05-21,2024-05-22,21.5,None
Luxury apartment in Sea Point,223.0,2024-05-21,2024-05-22,3.1,None
Derwent House,772.0,2024-05-21,2024-05-22,1.7,2.5 km da praia
Southern Sun Newlands,655.0,2024-05-21,2024-05-22,7,None
Tranquil Pool View,182.0,2024-05-21,2024-05-22,9.9,1.1 km da praia
SunSquare Cape Town City Bowl,890.0,2024-05-21,2024-05-22,0.6,2.4 km da praia
Century City Hotel Urban Square,585.0,2024-05-21,2024-05-22,8.5,1.9 km da praia
9 Palms by Smart City Stays,230.0,2024-05-21,2024-05-22,8.7,2.2 km da praia
The Hyde All Suite Hotel,450.0,2024-05-21,2024-05-22,3,350
Neighbourgood East City,301.0,2024-05-21,2024-05-22,250 m do centro,None
Century City Hotel Bridgewater,641.0,2024-05-21,2024-05-22,8.5,2.1 km da praia
The Bay Hotel,1.181,2024-05-21,2024-05-22,4.9,Beira-mar
Cornerstone Guesthouse,139.0,2024-05-21,2024-05-22,15.3,None
Sea Point apartment,139.0,2024-05-21,2024-05-22,2.9,Beira-mar
Way Lodge,159.0,2024-05-21,2024-05-22,15.7,None
City Club On York,113.0,2024-05-21,2024-05-22,3.4,None
Cape Town Heritage Hotel & Spa,251.0,2024-05-21,2024-05-22,0.5,2.4 km da praia
Beachwood Inn,220.0,2024-05-21,2024-05-22,26,750
All Africa House (University Of Cape Town),308.0,2024-05-21,2024-05-22,5.7,None
THE TOKYO,209.0,2024-05-21,2024-05-22,350 m do centro,2.6 km da praia
The dock apartment,502.0,2024-05-21,2024-05-22,450 m do centro,None
Ikhaya Safari Lodge,413.0,2024-05-21,2024-05-22,9.6,None
Dorp Hotel,1.075,2024-05-21,2024-05-22,1.2,1.7 km da praia
Vida d'Chette 416,238.0,2024-05-21,2024-05-22,1.3,None
Home On Hussar Guesthouse,167.0,2024-05-21,2024-05-22,7.5,950
Neighbourgood Old Cape Quarter,308.0,2024-05-21,2024-05-22,0.9,2 km da praia
Anchor Bay Workation,272.0,2024-05-21,2024-05-22,2.5,Beira-mar
Constantiaberg Eco-Villa,301.0,2024-05-21,2024-05-22,12,None
Casa 1,293.0,2024-05-21,2024-05-22,2,Beira-mar
Southern Sun The Cullinan,1.67,2024-05-21,2024-05-22,1.1,2.3 km da praia
Ocean View House,805.0,2024-05-21,2024-05-22,6,300
Rest on Millvale guest house,125.0,2024-05-21,2024-05-22,8.4,700
Bella 703 - De Oude Schuur,893.0,2024-05-21,2024-05-22,400 m do centro,None
La Grenadine,663.0,2024-05-21,2024-05-22,1,2.6 km da praia
Elton,174.0,2024-05-21,2024-05-22,6.1,None
Man And Tree House NO load shedding,335.0,2024-05-21,2024-05-22,0.9,2 km da praia
The Tree House Boutique Hotel by The Living Journey Collection,1.079,2024-05-21,2024-05-22,1.7,1.3 km da praia
The White House Lodge,111.0,2024-05-21,2024-05-22,20,None
Atlantic Breeze,265.0,2024-05-21,2024-05-22,10.2,200
Modern apartment with balcony,265.0,2024-05-21,2024-05-22,2.4,None
Island Club by Smart City Stays,269.0,2024-05-21,2024-05-22,8.9,2.2 km da praia
Southern Sun Cape Sun,1.169,2024-05-21,2024-05-22,450 m do centro,2.7 km da praia
Neighbourgood Cape Quarter Living,312.0,2024-05-21,2024-05-22,1,1.9 km da praia
Naalia - The Sentinel,272.0,2024-05-21,2024-05-22,400 m do centro,None
Pelican Accommodation Ottery,125.0,2024-05-21,2024-05-22,13.4,None
Cape Town Milnerton Lagoon Villa,167.0,2024-05-21,2024-05-22,7.5,Beira-mar
Smart Contemporary Designed Apartment,326.0,2024-05-21,2024-05-22,0.8,2.5 km da praia
72 on Kloof,153.0,2024-05-21,2024-05-22,1.4,2.7 km da praia
Hotel Vibes Cape Town Plattekloof,223.0,2024-05-21,2024-05-22,16.7,None
The Saasveld,237.0,2024-05-21,2024-05-22,1,2.7 km da praia
49 on Hof,181.0,2024-05-21,2024-05-22,1.7,2.8 km da praia
Himmelblau Boutique Bed and Breakfast,674.0,2024-05-21,2024-05-22,1.4,None
Heart of Obz,123.0,2024-05-21,2024-05-22,4.7,None
Luxury Beach Escape Sleeps 4 - Ocean View - Spa - Pool - Gym - Back Up Power,379.0,2024-05-21,2024-05-22,6.8,Beira-mar
Wish U Were Here,111.0,2024-05-21,2024-05-22,3.8,None
Modern Apt Sea  City Pool Wifi - Central Seapoint,200.0,2024-05-21,2024-05-22,3,None
The Barracks Apartments,439.0,2024-05-21,2024-05-22,0.6,2.4 km da praia
Palm House Boutique Hotel,658.0,2024-05-21,2024-05-22,9.4,None
Cape Town Views,222.0,2024-05-21,2024-05-22,0.7,2.5 km da praia
LOLOHO LODGE - 24h power,502.0,2024-05-21,2024-05-22,2.7,500
Taj HotelApart Taj Hotel Cape Town,1.057,2024-05-21,2024-05-22,50 m do centro,2.9 km da praia
Serenity Shores Backpackers,81.0,2024-05-21,2024-05-22,12.6,300
Howards End Manor B&B,295.0,2024-05-21,2024-05-22,9,None
G’s Self Catering Apartments,223.0,2024-05-21,2024-05-22,27.5,None
Road lodge Hotel Cape Town International Airport -Booked Easy,468.0,2024-05-21,2024-05-22,16.7,None
Camps Bay Retreat Hotel,961.0,2024-05-21,2024-05-22,4.3,Beira-mar
The Tokyo 710,276.0,2024-05-21,2024-05-22,350 m do centro,2.6 km da praia
The Rose 306 - Premium City Apartment with Pool,263.0,2024-05-21,2024-05-22,0.7,None
Oakvale Lodge,348.0,2024-05-21,2024-05-22,7.6,None
No 1 Guest house,113.0,2024-05-21,2024-05-22,16.2,None
2 Bedroom Oasis in MRP,213.0,2024-05-21,2024-05-22,0.6,2.2 km da praia
Ira - Luxury Apt with City & Mountain Views,289.0,2024-05-21,2024-05-22,1.4,2.7 km da praia
Trendy studio at the Barracks on Bree,326.0,2024-05-21,2024-05-22,0.6,2.4 km da praia
Peninsula All Suite Hotel by Dream Resorts,780.0,2024-05-21,2024-05-22,3.7,Beira-mar
Duke & Dutchess,223.0,2024-05-21,2024-05-22,2.5,None
