Hotel,Preço,Checkin,Checkout,Dist_centro,Dist_praia
DP -Self Check in- Will send room number and password,249.0,2024-05-21,2024-05-22,2.4,None
Guesthouse Sensu,164.0,2024-05-21,2024-05-22,14.8,None
HOTEL Guest1 Ueno Ekimae,531.0,2024-05-21,2024-05-22,5.1,None
Smile Hotel Tokyo Shinkoiwa,318.0,2024-05-21,2024-05-22,12.2,None
Asakusa Central Hotel,410.0,2024-05-21,2024-05-22,6.5,None
FLEXSTAY INN Higashi Jujo,248.0,2024-05-21,2024-05-22,8.5,None
Hotel SUI Ginza Kyobashi by ABEST,620.0,2024-05-21,2024-05-22,3.9,None
Skytree & Asakusa Easy Access Bell Flat Inn #2,186.0,2024-05-21,2024-05-22,9.9,None
FLEXSTAY INN Iidabashi,381.0,2024-05-21,2024-05-22,2.5,None
APA Hotel Akihabaraeki-Denkigaiguchi,624.0,2024-05-21,2024-05-22,4.1,None
秋の旅館 秋叶原 Tokyo Akihabara,315.0,2024-05-21,2024-05-22,4.7,None
R&B Hotel Kamata Higashiguchi,352.0,2024-05-21,2024-05-22,13.7,None
HOTEL MYSTAYS Kameido,302.0,2024-05-21,2024-05-22,9,None
和貴ビル,239.0,2024-05-21,2024-05-22,2.7,None
Hotel Adonis Tokyo - Dormitory Share Room For Male Only At City Center,256.0,2024-05-21,2024-05-22,2.3,None
R&B Hotel Otsuka Eki Kitaguchi,320.0,2024-05-21,2024-05-22,5.1,None
HOTEL DCUBE,368.0,2024-05-21,2024-05-22,5.1,None
Ito Ryokan,780.0,2024-05-21,2024-05-22,5,None
Enzo iogi,181.0,2024-05-21,2024-05-22,11.2,None
Centurion Hotel Residential Akasaka Station,624.0,2024-05-21,2024-05-22,1.5,None
FLEXSTAY INN Shirogane,338.0,2024-05-21,2024-05-22,4.6,None
sequence SUIDOBASHI - Tokyo,721.0,2024-05-21,2024-05-22,2.8,None
Hotel P'sResort Adults only 大人専用,358.0,2024-05-21,2024-05-22,5.2,None
Hotel New Takada,331.0,2024-05-21,2024-05-22,3.9,None
Kiki LM -- Self Check-in -- Room Number & Password is in the following email,263.0,2024-05-21,2024-05-22,2.3,None
Hotel Siena,427.0,2024-05-21,2024-05-22,2.5,None
Smile Hotel Asakusa,328.0,2024-05-21,2024-05-22,7.4,None
APA Hotel Komagome Ekimae,458.0,2024-05-21,2024-05-22,6,None
Centurion Hotel Ikebukuro Station,476.0,2024-05-21,2024-05-22,5.3,None
Tokyo Dome Hotel,1.313,2024-05-21,2024-05-22,2.9,None
ホテルレジデンス大橋会館 by Re-rent Residence,407.0,2024-05-21,2024-05-22,5.5,None
Rose Stay Tokyo Shiba Park,607.0,2024-05-21,2024-05-22,4.2,None
Meguro Emperor (Adult Only),325.0,2024-05-21,2024-05-22,6.1,None
KOYADO HOTEL Adult only,292.0,2024-05-21,2024-05-22,6,None
Okachimachi Urban Hotel,492.0,2024-05-21,2024-05-22,4.4,None
Ano Hotel Asakusa,384.0,2024-05-21,2024-05-22,6.6,None
HOTEL MYSTAYS Nishi Shinjuku,847.0,2024-05-21,2024-05-22,3.1,None
Guest House Shinagawa-shuku,265.0,2024-05-21,2024-05-22,7.2,None
Hotel Villa Fontaine Grand Tokyo-Shiodome,1.061,2024-05-21,2024-05-22,3.8,None
Keio Presso Inn Shinjuku,635.0,2024-05-21,2024-05-22,3.3,None
Super Hotel Shinagawa Shinbanba,532.0,2024-05-21,2024-05-22,7.7,None
Le Tour Hotel Akihabara Kandai 楽途ホテル神田秋葉原,419.0,2024-05-21,2024-05-22,4.6,None
Fiore Kinshicho,388.0,2024-05-21,2024-05-22,7.6,None
Hotel Opera,486.0,2024-05-21,2024-05-22,3.4,None
Tabist Ginza,558.0,2024-05-21,2024-05-22,4,None
Smile Hotel Tokyo Asagaya,374.0,2024-05-21,2024-05-22,8.8,None
The Tokyo Station Hotel,3.471,2024-05-21,2024-05-22,3.3,None
Futakotamagawa Excel Hotel Tokyu,650.0,2024-05-21,2024-05-22,12.3,None
Palazetto Iriya Ueno,443.0,2024-05-21,2024-05-22,6.1,None
LOF HOTEL Shimbashi,664.0,2024-05-21,2024-05-22,3.3,None
SUNRISE,266.0,2024-05-21,2024-05-22,5.7,None
Olympic Inn Kanda,443.0,2024-05-21,2024-05-22,4.1,None
ICE MOUNTAIN GUEST HOUSE,289.0,2024-05-21,2024-05-22,2.3,None
Hotel DIAMOND,929.0,2024-05-21,2024-05-22,4.2,None
Hop Inn Tokyo Asakusa,610.0,2024-05-21,2024-05-22,6.9,None
プレミアムコート西池袋,328.0,2024-05-21,2024-05-22,5,None
Le Tour Hotel Akihabara Ekimae 楽途ホテル秋葉原駅前店,290.0,2024-05-21,2024-05-22,4.6,None
HOTEL SUI KANDA by ABEST,658.0,2024-05-21,2024-05-22,4,None
nestay apartment tokyo itabashi,243.0,2024-05-21,2024-05-22,8.3,None
ART HOTEL Nippori Lungwood,689.0,2024-05-21,2024-05-22,6.1,None
R&B Hotel Tokyo Toyocho,354.0,2024-05-21,2024-05-22,8.4,None
Ueno Urban Hotel Annex,460.0,2024-05-21,2024-05-22,5.5,None
Tokyo Time Traveler 駅徒歩5分 暮らすように泊まれるホテル,328.0,2024-05-21,2024-05-22,11.7,None
Hotel Plaisir Akihabara,328.0,2024-05-21,2024-05-22,4.6,None
Ici Japon Village,328.0,2024-05-21,2024-05-22,13.9,None
Apa Hotel Ueno Okachimachi Ekimae Minami,606.0,2024-05-21,2024-05-22,4.5,None
Minn Kappabashi,473.0,2024-05-21,2024-05-22,6.4,None
Rhodes Otsuka Hotel,256.0,2024-05-21,2024-05-22,4.9,None
Mitsui Garden Hotel Kyobashi - Tokyo Station,1.397,2024-05-21,2024-05-22,3.8,None
HOTEL CHECK INN BALI adult only,289.0,2024-05-21,2024-05-22,5.6,None
Hotel Metropolitan Tokyo Ikebukuro,1.103,2024-05-21,2024-05-22,5.1,None
Dash Living Kagurazaka,434.0,2024-05-21,2024-05-22,2.5,None
Super Hotel Ueno-Okachimachi,644.0,2024-05-21,2024-05-22,4.8,None
小春日和_沐夏館,288.0,2024-05-21,2024-05-22,3.3,None
Hotel Crown Hills Ueno Premier,827.0,2024-05-21,2024-05-22,5,None
電車で秋葉原駅11分 東京駅18分 平井駅徒歩8分,591.0,2024-05-21,2024-05-22,16,None
小春日和_SOLAMO_微甜館,253.0,2024-05-21,2024-05-22,4.8,None
Centurion Hotel Ueno,558.0,2024-05-21,2024-05-22,4.5,None
Walk to Ikebukuro Station. YoJ,532.0,2024-05-21,2024-05-22,5.8,None
nestay inn tokyo kagurazaka 02,319.0,2024-05-21,2024-05-22,2.4,None
waseda house,893.0,2024-05-21,2024-05-22,2.5,None
Hotel Wing International Select Asakusa Komagata,525.0,2024-05-21,2024-05-22,6.5,None
Super Hotel JR Ikebukuro Nishiguchi,469.0,2024-05-21,2024-05-22,5.5,None
Upper Hotel Ishihara,328.0,2024-05-21,2024-05-22,6.4,None
Centurion Hotel Grand Akasakamitsuke Station,702.0,2024-05-21,2024-05-22,1.3,None
FLEXSTAY INN Shinagawa,414.0,2024-05-21,2024-05-22,7.2,None
moire HOTEL YOSHIWARA,821.0,2024-05-21,2024-05-22,7.4,None
Hotel Trend Asakusa,433.0,2024-05-21,2024-05-22,6.4,None
SKYROAD Adult Only,263.0,2024-05-21,2024-05-22,5.8,None
APA Hotel Tokyo Kiba,440.0,2024-05-21,2024-05-22,7.6,None
Bell house,295.0,2024-05-21,2024-05-22,9.2,None
JINGHOUSE小岩 Direct to Shinjuku/airport/close to station,295.0,2024-05-21,2024-05-22,15.1,None
Hotel Tateshina,343.0,2024-05-21,2024-05-22,2,None
Hotel Emir,394.0,2024-05-21,2024-05-22,7.4,None
Wa no Kaede,394.0,2024-05-21,2024-05-22,2.1,None
匯金北池袋ビル,246.0,2024-05-21,2024-05-22,5.9,None
池袋商圈，整套房源， 最近车站步行6分钟，适合商务出差旅游短住,346.0,2024-05-21,2024-05-22,5,None
APA Hotel Kamataeki-Higashi,443.0,2024-05-21,2024-05-22,13.9,None
Ikebukuro Central Hotel,328.0,2024-05-21,2024-05-22,5.4,None
Chisun Hotel Kamata,370.0,2024-05-21,2024-05-22,14.1,None
Dash Living Higashi Azabu,384.0,2024-05-21,2024-05-22,3.7,None
Kuretake-Inn Tokyo Funabori,335.0,2024-05-21,2024-05-22,12.1,None
HOTEL MYSTAYS Ueno Inaricho,463.0,2024-05-21,2024-05-22,5.8,None
Hotel Kizankan,453.0,2024-05-21,2024-05-22,3.7,None
Centurion Hotel&Spa Ueno Station,620.0,2024-05-21,2024-05-22,4.9,None
HOTEL SUI AKASAKA by ABEST,622.0,2024-05-21,2024-05-22,1.9,None
GreenHotel,295.0,2024-05-21,2024-05-22,5.7,None
Walk to Ikebukuro Station. YoL,591.0,2024-05-21,2024-05-22,5.8,None
Hotel Villa Fontaine Tokyo-Kayabacho,611.0,2024-05-21,2024-05-22,4.9,None
Walk to Ikebukuro Station. SoL3,709.0,2024-05-21,2024-05-22,5.8,None
City Hotel Southern Cross,394.0,2024-05-21,2024-05-22,3.1,None
Hotel OLDSWING Adult Only,394.0,2024-05-21,2024-05-22,4.4,None
Designers Hotel Siesta,398.0,2024-05-21,2024-05-22,4.9,None
Kakigara Ryokan,532.0,2024-05-21,2024-05-22,4.9,None
旧邸稽古場,197.0,2024-05-21,2024-05-22,9.3,None
HOTEL MYSTAYS Asakusa,362.0,2024-05-21,2024-05-22,6.4,None
Tobu Hotel Levant Tokyo,1.175,2024-05-21,2024-05-22,7.4,None
大久保駅至近 3分徒歩でいけます もとても便利テレワークにDSoS,936.0,2024-05-21,2024-05-22,3.4,None
UENO station 7min on foot/Cozy Apartment/Convenient location,505.0,2024-05-21,2024-05-22,5.7,None
The Kanzashi Tokyo Asakusa,877.0,2024-05-21,2024-05-22,6.8,None
City Pension Zem,460.0,2024-05-21,2024-05-22,5.2,None
City Hotel Dolphin,289.0,2024-05-21,2024-05-22,3,None
Hotel Empire in Shinjuku,394.0,2024-05-21,2024-05-22,3.2,None
Walk to Ikebukuro Station. SYo,709.0,2024-05-21,2024-05-22,5.8,None
Premier hotel -CABIN PRESIDENT- Tokyo,869.0,2024-05-21,2024-05-22,5.8,None
SHINJUKU WARM HOUSE,414.0,2024-05-21,2024-05-22,2.6,None
Hotel U,360.0,2024-05-21,2024-05-22,4.4,None
A Chic and Contemporary Trendy bnb in the Heart of the City- Y01h,842.0,2024-05-21,2024-05-22,5.5,None
Tabist Hotel Aurora Ikebukuro,322.0,2024-05-21,2024-05-22,5.6,None
HOTEL MYSTAYS Kanda,568.0,2024-05-21,2024-05-22,4.2,None
Minn Machiya,381.0,2024-05-21,2024-05-22,8.2,None
Z75新宿最中心 東新宿站5分-Shinjuku center 5 mins to Station Max 3P 直达新宿 涉谷 表参道 池袋 上野 代代木 银座 原宿,394.0,2024-05-21,2024-05-22,2.4,None
Hotel Route-Inn Tokyo Asagaya,543.0,2024-05-21,2024-05-22,8.8,None
Smile Hotel Tokyo Nishikasai,404.0,2024-05-21,2024-05-22,11.8,None
HOTEL MYSTAYS Higashi Ikebukuro,499.0,2024-05-21,2024-05-22,4.9,None
Hotel QUEEN ANNEX,709.0,2024-05-21,2024-05-22,2,None
nestay miriz tokyo ikebukuro,280.0,2024-05-21,2024-05-22,6.2,None
Hotel Villa Fontaine Tokyo-hatchobori,838.0,2024-05-21,2024-05-22,4.5,None
Hotel Villa Fontaine Tokyo-Jimbocho,611.0,2024-05-21,2024-05-22,2.9,None
HOTEL555 錦糸町,368.0,2024-05-21,2024-05-22,7.9,None
Tokyo Inn,415.0,2024-05-21,2024-05-22,10,None
Hotel Wing International Select Ikebukuro,565.0,2024-05-21,2024-05-22,5.3,None
Hotel Moana Otsuka (Adult Only),354.0,2024-05-21,2024-05-22,5.2,None
Hotel Blanche 大人専用,647.0,2024-05-21,2024-05-22,4.3,None
Hotel New Shohei,821.0,2024-05-21,2024-05-22,150 m do centro,None
HOTEL PAL Otsuka -Adult Only-,453.0,2024-05-21,2024-05-22,5.2,None
RUMa INN Rokugoudote,197.0,2024-05-21,2024-05-22,16.2,None
10PPL Shinjuku Gyoen丶 National Garden丶 Kabukicho丶 Shinjuku Station丶 Golden Gai丶 Tokyo Metropolitan Government Building EoW4,1.772,2024-05-21,2024-05-22,2.8,None
匯金上板橋ビル,172.0,2024-05-21,2024-05-22,10.8,None
RS HOUSE Downtown Shinjuku Free Wifi,331.0,2024-05-21,2024-05-22,2.8,None
浅草・花豆HOTEL,420.0,2024-05-21,2024-05-22,6.2,None
Hotel Bianca Due (Adult Only),263.0,2024-05-21,2024-05-22,5.3,None
Your best choice for travel in Yoyogi Y01g,842.0,2024-05-21,2024-05-22,4.4,None
AKARENGA house,260.0,2024-05-21,2024-05-22,6.3,None
ONE@Tokyo,607.0,2024-05-21,2024-05-22,8.3,None
Sauna & Cabin Thermae-yu Nishiazabu,367.0,2024-05-21,2024-05-22,2.8,None
HOTEL GROOVE SHINJUKU A PARKROYAL Hotel,1.999,2024-05-21,2024-05-22,2.8,None
Ueno Woo Hotel,662.0,2024-05-21,2024-05-22,5.3,None
Hotel THE ATTA Adult Only,295.0,2024-05-21,2024-05-22,5.6,None
TOKYO E JOY INN West Shinjuku Branch,307.0,2024-05-21,2024-05-22,4.9,None
ELE Hotel 東上野,458.0,2024-05-21,2024-05-22,5.8,None
Hotel Villa Fontaine Tokyo-Kudanshita,698.0,2024-05-21,2024-05-22,2.6,None
SWEETS HOTEL MACHIDA -Adult Only-,226.0,2024-05-21,2024-05-22,30.2,None
The Okura Heritage Tokyo,6.145,2024-05-21,2024-05-22,2.5,None
Hills Hotel Gotanda,391.0,2024-05-21,2024-05-22,6.6,None
Via Inn Iidabashi Korakuen,658.0,2024-05-21,2024-05-22,2.5,None
Nishinippori Guest House,393.0,2024-05-21,2024-05-22,5.7,None
Hotel Villa Fontaine Tokyo-Otemachi,908.0,2024-05-21,2024-05-22,3.4,None
New Otani Inn Tokyo,829.0,2024-05-21,2024-05-22,7.2,None
HOTEL WAKO Tokyo Tree View,260.0,2024-05-21,2024-05-22,8.1,None
Hotel Prezier Akihabara - Vacation STAY 21812v,324.0,2024-05-21,2024-05-22,4.6,None
Keisei Richmond Hotel Tokyo Oshiage,755.0,2024-05-21,2024-05-22,8.1,None
ELE Cabin Shinjuku Kabukicho - Vacation STAY 49390v,228.0,2024-05-21,2024-05-22,2.6,None
Tabist Hotel Mercury Asakusabashi,374.0,2024-05-21,2024-05-22,5.4,None
Calum Asakusa Imado Open in 2024 きれい快適高速WIFI セルフチェックイン今戸1丁目バス停目の前カルム浅草今戸502,414.0,2024-05-21,2024-05-22,7.8,None
TORA HOTEL Sensoji 寅ホテル 浅草寺,525.0,2024-05-21,2024-05-22,7.2,None
Kiki HouseH --Self Check-in -- Room Number & Password is in the following email,295.0,2024-05-21,2024-05-22,11.9,None
OMO5 Tokyo Otsuka by Hoshino Resorts,963.0,2024-05-21,2024-05-22,5.2,None
Hotel Mid In Meguro Ekimae,610.0,2024-05-21,2024-05-22,5.9,None
Hotel BIX Gotanda,410.0,2024-05-21,2024-05-22,6.6,None
!New Open! Island Japan Kinshi-cho,325.0,2024-05-21,2024-05-22,7,None
FLEXSTAY INN Nakanobu,298.0,2024-05-21,2024-05-22,9.5,None
Hotel Royal Oak Gotanda,443.0,2024-05-21,2024-05-22,6.8,None
Hotel Resol Ikebukuro,642.0,2024-05-21,2024-05-22,4.7,None
Kamata Inn Social,475.0,2024-05-21,2024-05-22,13.7,None
Olympic Inn Shibuya,440.0,2024-05-21,2024-05-22,5.4,None
HOTEL LiVEMAX Ueno-Ekimae,516.0,2024-05-21,2024-05-22,5.5,None
plat hostel keikyu minowa forest,354.0,2024-05-21,2024-05-22,7.2,None
Walk to Nishi-Nippori/Sendagi/Nippori sta. DBoY,354.0,2024-05-21,2024-05-22,5.7,None
TOKYOGUEST日本橋,357.0,2024-05-21,2024-05-22,4.3,None
Walk to Nishi-Nippori/Sendagi/Nippori sta. DQoE,354.0,2024-05-21,2024-05-22,5.7,None
Hotel PRINCESS2 大人専用,358.0,2024-05-21,2024-05-22,6,None
HOTEL MYSTAYS Kamata,538.0,2024-05-21,2024-05-22,14.1,None
匯金・押上ビル,473.0,2024-05-21,2024-05-22,8.4,None
Shinjuku HM802,328.0,2024-05-21,2024-05-22,2.4,None
N+HOTEL東京日本橋,533.0,2024-05-21,2024-05-22,5.2,None
Via Inn Akihabara,782.0,2024-05-21,2024-05-22,4,None
HOTEL LiVEMAX Asakusa Sky Front,464.0,2024-05-21,2024-05-22,7.7,None
プチホテル　コスモス,228.0,2024-05-21,2024-05-22,6.1,None
Tabist Hotel New Washington Shibuya,627.0,2024-05-21,2024-05-22,4,None
Super Hotel Tokyo JR Shinkoiwa,414.0,2024-05-21,2024-05-22,12.1,None
Mutsumi Building - Vacation STAY 00543v,324.0,2024-05-21,2024-05-22,4.4,None
hotel min.,361.0,2024-05-21,2024-05-22,6.6,None
Hop Inn Tokyo Ueno,692.0,2024-05-21,2024-05-22,5,None
Hotel Villa Fontaine Tokyo-Ueno Okachimachi,546.0,2024-05-21,2024-05-22,5.2,None
Hotel Villa Fontaine Tokyo-Hamamatsucho,845.0,2024-05-21,2024-05-22,4.4,None
Hotel Crystal 大人専用,358.0,2024-05-21,2024-05-22,6,None
THE TOURIST HOTEL & Cafe AKIHABARA,1.116,2024-05-21,2024-05-22,4.6,None
Tsubame Hotel Asakusabashi 3 minutes walk from Asakusabashi Station Near Asakusa Akihabara and Ueno Cooking utensils and kitchen washing machine available Direct access to Haneda and Narita airports,679.0,2024-05-21,2024-05-22,5.5,None
Hotel Villa Fontaine Tokyo-Nihombashi Hakozaki,594.0,2024-05-21,2024-05-22,5.1,None
Minn Nihonbashi,683.0,2024-05-21,2024-05-22,4.9,None
tokyo kakan,263.0,2024-05-21,2024-05-22,4.3,None
SG Premium KASAI,374.0,2024-05-21,2024-05-22,12.9,None
Via Inn Prime Nihonbashi Ningyocho,989.0,2024-05-21,2024-05-22,4.6,None
TRUNK(HOTEL) YOYOGI PARK,3.095,2024-05-21,2024-05-22,4,None
Hotel Koryukaku,443.0,2024-05-21,2024-05-22,3.4,None
Tosei Hotel Cocone Ueno Okachimachi,968.0,2024-05-21,2024-05-22,4.6,None
Z87新宿最中心 東新宿站5分-Shinjuku center 5 mins to Station Max 3P 新宿 涉谷 表参道 池袋 上野 代代木 银座 原宿,410.0,2024-05-21,2024-05-22,2.4,None
Hotel Peace (Adult Only),230.0,2024-05-21,2024-05-22,6.6,None
Mitsui Garden Hotel Ginza Premier,2.158,2024-05-21,2024-05-22,3.7,None
Via Inn Prime Akasaka,1.44,2024-05-21,2024-05-22,1.7,None
歌舞伎町2F Central Shinjuku Walk to Kabuki-chou Golden gai,487.0,2024-05-21,2024-05-22,2.3,None
Hotel BaliBali 鶯谷,591.0,2024-05-21,2024-05-22,6,None
Calum Asakusa Imado Open in 2024 きれい快適高速WIFI 今戸1丁目バス停目の前カルム浅草今戸202,263.0,2024-05-21,2024-05-22,7.8,None
Hotel Abest Meguro,578.0,2024-05-21,2024-05-22,5.9,None
Minn Haneda Airport,368.0,2024-05-21,2024-05-22,15.4,None
ワイズパーク向島,443.0,2024-05-21,2024-05-22,7.4,None
Grand Park Hotel Panex Tokyo,456.0,2024-05-21,2024-05-22,13.7,None
ALFIT HOTEL & BAR AKASAKA,945.0,2024-05-21,2024-05-22,1.6,None
高田馬場3人用,354.0,2024-05-21,2024-05-22,4.1,None
Hotel Villa Fontaine Grand Tokyo-Roppongi,1.526,2024-05-21,2024-05-22,2.6,None
honeys guest house,442.0,2024-05-21,2024-05-22,7.7,None
Hotel Wing International Select Ueno Okachimachi,788.0,2024-05-21,2024-05-22,5,None
Tokyu Stay Meguro Yutenji,759.0,2024-05-21,2024-05-22,6.6,None
Meee Shinjuku,990.0,2024-05-21,2024-05-22,2.6,None
Nishiwaseda,453.0,2024-05-21,2024-05-22,3.1,None
HOTEL AMANEK Shinjuku Kabukicho,1.248,2024-05-21,2024-05-22,2.7,None
Hotel Rakuragu,912.0,2024-05-21,2024-05-22,4.3,None
Marroad Inn Akasaka,578.0,2024-05-21,2024-05-22,1.9,None
“1ST ROOM” 内装デザイナー監修！30㎡ 最大6名 経堂駅から徒歩5分 築浅 良質な暮らしを,312.0,2024-05-21,2024-05-22,8.8,None
Shin-Ōkubo nini 110,437.0,2024-05-21,2024-05-22,3.1,None
NOHGA HOTEL AKIHABARA TOKYO,1.536,2024-05-21,2024-05-22,4.1,None
Hotel Route-Inn Tokyo Kamata,586.0,2024-05-21,2024-05-22,13.8,None
アルカイック401,234.0,2024-05-21,2024-05-22,9.8,None
Shinbashi Urban Hotel,788.0,2024-05-21,2024-05-22,3.1,None
Hotel Comfact,531.0,2024-05-21,2024-05-22,5.9,None
Web Hotel Tokyo Asakusabashi,492.0,2024-05-21,2024-05-22,5.5,None
ホテルカルタ赤坂,676.0,2024-05-21,2024-05-22,1.7,None
ELE Hotel 東日本橋,492.0,2024-05-21,2024-05-22,5,None
Hotel Cocoro Inn Asakusa Kuramae,345.0,2024-05-21,2024-05-22,5.8,None
HOTEL LiVEMAX Takadanobaba Ekimae,631.0,2024-05-21,2024-05-22,3.9,None
ティエラ北池袋,292.0,2024-05-21,2024-05-22,6.6,None
nestay suite tokyo ikebukuro,348.0,2024-05-21,2024-05-22,5.8,None
Hotel Amethyst,322.0,2024-05-21,2024-05-22,5.7,None
REAL 早稻田,365.0,2024-05-21,2024-05-22,2.4,None
The Shin-Okubo International Hotel,492.0,2024-05-21,2024-05-22,2.9,None
&Here TOKYO UENO,1.522,2024-05-21,2024-05-22,4.5,None
Shibuya Excel Hotel Tokyu,2.435,2024-05-21,2024-05-22,4.1,None
Urban Oasis at Perspectives,234.0,2024-05-21,2024-05-22,450 m do centro,None
Old Bank Hotel - Lion Roars Hotels & Lodges,466.0,2024-05-21,2024-05-22,200 m do centro,2.8 km da praia
91 Loop Boutique Hostel,74.0,2024-05-21,2024-05-22,300 m do centro,2.6 km da praia
Long Street Backpackers,59.0,2024-05-21,2024-05-22,300 m do centro,2.7 km da praia
The Grey Hotel,320.0,2024-05-21,2024-05-22,1.1,1.9 km da praia
Home Suite Hotels Sea Point,651.0,2024-05-21,2024-05-22,2.5,500
The Cape Milner,437.0,2024-05-21,2024-05-22,1,2.4 km da praia
African Groove Camps Bay,279.0,2024-05-21,2024-05-22,5.8,Beira-mar
Sugar Hotel,361.0,2024-05-21,2024-05-22,1.5,1.4 km da praia
Holiday Inn Express Cape Town City Centre an IHG Hotel,446.0,2024-05-21,2024-05-22,150 m do centro,2.8 km da praia
O' Two Hotel,1.171,2024-05-21,2024-05-22,3,200
Home Suite Hotels Station House,518.0,2024-05-21,2024-05-22,3.1,200
Taj Cape Town,843.0,2024-05-21,2024-05-22,50 m do centro,2.8 km da praia
Amina Boutique Hotel,337.0,2024-05-21,2024-05-22,0.9,2.4 km da praia
THE BIG - Luxury Backpackers,315.0,2024-05-21,2024-05-22,1.9,1.1 km da praia
One Kensington Boutique Hotel,919.0,2024-05-21,2024-05-22,1.8,2.8 km da praia
Daddy Long Legs Art Hotel,195.0,2024-05-21,2024-05-22,250 m do centro,2.6 km da praia
The Amalfi Boutique Hotel,229.0,2024-05-21,2024-05-22,3.5,150
Never at Home Green Point,86.0,2024-05-21,2024-05-22,2.1,950
Zebra Crossing Backpacker,73.0,2024-05-21,2024-05-22,0.9,2.5 km da praia
Villa on Ocean View,474.0,2024-05-21,2024-05-22,2.4,650
Brenwin Guest House,293.0,2024-05-21,2024-05-22,1.8,1.3 km da praia
ANEW Hotel Green Point Cape Town,420.0,2024-05-21,2024-05-22,2.4,550
Atlanticview Cape Town Boutique Hotel,1.778,2024-05-21,2024-05-22,5,1.000
The Tokyo Aparthotel by Totalstay,287.0,2024-05-21,2024-05-22,350 m do centro,2.6 km da praia
Casa Del Sonder,362.0,2024-05-21,2024-05-22,0.8,2.2 km da praia
A Sunflower Stop Backpackers,73.0,2024-05-21,2024-05-22,2.4,600
The Bantry Bay Aparthotel by Totalstay,376.0,2024-05-21,2024-05-22,3.7,150
Bliss Boutique Hotel,849.0,2024-05-21,2024-05-22,10.6,Beira-mar
Cresta Grande Cape Town,348.0,2024-05-21,2024-05-22,0.5,2.5 km da praia
Never at Home Kloof Street,96.0,2024-05-21,2024-05-22,1,2.7 km da praia
Olaf's Guest House "Solar installed",472.0,2024-05-21,2024-05-22,3,300
CURIOCITY Green Point,140.0,2024-05-21,2024-05-22,2.2,800
Beachwood Camps Bay,251.0,2024-05-21,2024-05-22,5.8,750
Neighbourgood Newlands,300.0,2024-05-21,2024-05-22,7.1,None
Old Foundry Hotel,573.0,2024-05-21,2024-05-22,1.4,1.6 km da praia
MOY Guesthouse & Backpackers,100.0,2024-05-21,2024-05-22,1.4,1.6 km da praia
InnsCape on Castle Hotel,223.0,2024-05-21,2024-05-22,400 m do centro,2.6 km da praia
Cape Diamond Boutique Hotel,330.0,2024-05-21,2024-05-22,200 m do centro,3 km da praia
Habitat Aparthotel by Totalstay,276.0,2024-05-21,2024-05-22,50 m do centro,2.9 km da praia
Diamond House Guesthouse,376.0,2024-05-21,2024-05-22,4.8,1.2 km da praia
Villa Viva Cape Town,111.0,2024-05-21,2024-05-22,0.9,2.5 km da praia
Mojo Hotel & Market,190.0,2024-05-21,2024-05-22,3.2,Beira-mar
Radisson RED Hotel V&A Waterfront Cape Town,1.216,2024-05-21,2024-05-22,1.8,1.6 km da praia
Virginia Avenue Villas - Adriatica and Botanica,1.794,2024-05-21,2024-05-22,1.1,None
Taj Luxury Suite,1.805,2024-05-21,2024-05-22,20 m do centro,2.9 km da praia
Ashanti Lodge Backpackers,85.0,2024-05-21,2024-05-22,1.2,None
Cloud 9 Boutique Hotel and Spa,512.0,2024-05-21,2024-05-22,1.1,2.5 km da praia
Big Blue Backpackers,67.0,2024-05-21,2024-05-22,1.7,1.3 km da praia
WINK Aparthotel Foreshore,355.0,2024-05-21,2024-05-22,0.9,2.6 km da praia
Bramber Court Art-Deco Self-Catering Apartments,401.0,2024-05-21,2024-05-22,2.2,650
Protea Hotel by Marriott Cape Town Sea Point,628.0,2024-05-21,2024-05-22,3.1,150
Atlantic Bay Lodge,334.0,2024-05-21,2024-05-22,10.1,Beira-mar
Signature Lux Hotel by ONOMO Foreshore,628.0,2024-05-21,2024-05-22,0.9,2.6 km da praia
Grand Daddy Boutique Hotel,437.0,2024-05-21,2024-05-22,400 m do centro,2.6 km da praia
Ashby Manor Guest House,176.0,2024-05-21,2024-05-22,3,650
Urban Hive Backpackers,78.0,2024-05-21,2024-05-22,400 m do centro,2.7 km da praia
Protea Hotel by Marriott Cape Town Mowbray,490.0,2024-05-21,2024-05-22,5.7,None
The Table Bay Hotel,1.516,2024-05-21,2024-05-22,2.5,1.2 km da praia
Atlantic Affair Boutique Hotel,316.0,2024-05-21,2024-05-22,3.2,Beira-mar
Fountains Hotel,372.0,2024-05-21,2024-05-22,0.8,2.6 km da praia
WunderLux,72.0,2024-05-21,2024-05-22,2.7,350
La Rose B&B,338.0,2024-05-21,2024-05-22,0.7,2.3 km da praia
Queen Julie Lodge,251.0,2024-05-21,2024-05-22,0.7,2.3 km da praia
Point B Guest House,758.0,2024-05-21,2024-05-22,2.2,750
Zest Boutique Hotel by The Living Journey Collection,660.0,2024-05-21,2024-05-22,1.7,1.3 km da praia
Savoy Lodge,451.0,2024-05-21,2024-05-22,9.1,None
Hotel Lola,570.0,2024-05-21,2024-05-22,1.4,1.6 km da praia
Mon Rêve Estate,313.0,2024-05-21,2024-05-22,46.7,None
The One 8 Hotel,388.0,2024-05-21,2024-05-22,2.5,350
Hotel on the Promenade,599.0,2024-05-21,2024-05-22,3.1,150
