hotel,cidade,preço,checkin,checkout,dist_centro,dist_praia,avaliacao,qtnd_avaliacoes,data_extracao
Rooftop #1308 - Estúdio em Boa Viagem by Carpediem,Recife,1987,2024-07-1,2024-07-8,6.4,0.55,9.0,26,2024-6-6
APARTAMENTO INDIANÓPOLIS,Recife,819,2024-07-1,2024-07-8,8.7,0.5,5.0,1,2024-6-6
Flat Beira Mar em Recife,Recife,1750,2024-07-1,2024-07-8,5.7,0.0,9.8,4,2024-6-6
Flat Pé na Areia Recife-Piedade,Recife,1130,2024-07-1,2024-07-8,12.6,0.0,None,None,2024-6-6
Flat em Boa Viagem no Rooftop 470,Recife,1174,2024-07-1,2024-07-8,6.4,None,10.0,1,2024-6-6
GOLDEN 202 · Flat aconchegante perto de tudo,Recife,1403,2024-07-1,2024-07-8,6.1,None,None,None,2024-6-6
Flat/Studio em Boa Viagem,Recife,1750,2024-07-1,2024-07-8,6.2,0.45,9.5,11,2024-6-6
BlubellaRecife,Recife,1040,2024-07-1,2024-07-8,7.7,None,None,None,2024-6-6
Apartamento Jussara Freitas 2 quartos,Recife,1274,2024-07-1,2024-07-8,10.0,0.0,9.7,3,2024-6-6
Flat na Boa Viagem Recife A,Recife,1120,2024-07-1,2024-07-8,9.3,0.0,8.0,143,2024-6-6
Centro de convenções próx,Recife,1050,2024-07-1,2024-07-8,3.6,1.8,9.0,3,2024-6-6
Pousada Praia Boa Viagem,Recife,1197,2024-07-1,2024-07-8,8.5,0.15,8.0,567,2024-6-6
Apartamento aconchegante bem localizado,Recife,1762,2024-07-1,2024-07-8,7.0,0.7,9.2,5,2024-6-6
Excelente Flat em Boa Viagem 2 quartos Beach Class Ideal para Família ou Viagens de Negócio NOB2104,Recife,2597,2024-07-1,2024-07-8,6.6,0.8,9.2,12,2024-6-6
Apartamento comfortável ótima localização,Recife,1729,2024-07-1,2024-07-8,7.0,0.65,8.9,12,2024-6-6
Beira Mar - Praia de Piedade - Flat Golden Beach-,Recife,1323,2024-07-1,2024-07-8,14.3,0.0,7.7,27,2024-6-6
Apartamento com vista para o Mar e Piscina na cobertura,Recife,1120,2024-07-1,2024-07-8,4.5,None,None,None,2024-6-6
Golden Home Shopping Flat,Recife,1750,2024-07-1,2024-07-8,7.9,1.1,9.3,53,2024-6-6
QUARTO ARCO-ÍRES-TRIPLO CONFORTO E PRIVACIDADE- Bairro do Espinheiro -RECIFE- PERNAMBUCO,Recife,714,2024-07-1,2024-07-8,1.9,None,10.0,1,2024-6-6
Edif Flat Beira Mar,Recife,3179,2024-07-1,2024-07-8,5.7,0.0,10.0,4,2024-6-6
Apartamento na Medida Certa. Hotel BC Convention,Recife,1231,2024-07-1,2024-07-8,6.6,0.8,9.0,3,2024-6-6
Lindo Flat Hotel Costa Mar,Recife,1582,2024-07-1,2024-07-8,13.6,0.5,9.1,27,2024-6-6
Rio Park Avenue Residence Piedade - By TRH Invest,Recife,2303,2024-07-1,2024-07-8,12.2,0.5,9.5,71,2024-6-6
Flat 1701 - PortoMar Home Club,Recife,2050,2024-07-1,2024-07-8,9.6,0.4,9.2,88,2024-6-6
Flat na Ilha do Leite Recife 1 quarto Metrópolis Localizado no coração do segundo Polo Médico do país OTH1703,Recife,1463,2024-07-1,2024-07-8,1.7,None,8.8,12,2024-6-6
flat 403 Av boa viagem,Recife,714,2024-07-1,2024-07-8,5.7,None,None,None,2024-6-6
Excelente Flat em Boa Viagem 2 quartos Beach Class Ideal para Família ou Negócios NOB2105,Recife,2597,2024-07-1,2024-07-8,6.6,0.8,8.9,20,2024-6-6
Flat na Praia em HOTEL DE LUXO (1001),Recife,1785,2024-07-1,2024-07-8,4.3,0.15,10.0,1,2024-6-6
Eclipse Motel,Recife,774,2024-07-1,2024-07-8,6.5,None,6.1,14,2024-6-6
Excelente Flat em Boa Viagem 2 quartos Beach Class Ideal para Família ou Viagens de Negócio NOB1804,Recife,2597,2024-07-1,2024-07-8,6.6,0.8,9.5,24,2024-6-6
Hotel Barramares,Recife,1985,2024-07-1,2024-07-8,11.5,0.0,7.8,867,2024-6-6
Excelente FLAT/PRAIA PINA,Recife,1120,2024-07-1,2024-07-8,4.0,0.2,8.7,13,2024-6-6
Beach Class Boa Viagem - Apartamento em Hotel Transamerica 5 Estrelas Vista para o Mar,Recife,2023,2024-07-1,2024-07-8,4.3,None,10.0,1,2024-6-6
Flat Mar Azul e Sol Dourado,Recife,1428,2024-07-1,2024-07-8,13.6,0.0,None,None,2024-6-6
Studio D'Roma em Boa Viagem,Recife,1260,2024-07-1,2024-07-8,7.7,0.6,8.5,2,2024-6-6
Motel Estoril (Adult Only),Recife,1120,2024-07-1,2024-07-8,6.4,None,6.8,106,2024-6-6
PAIVA HOME STAY 1908 A melhor vista de Pernambuco,Recife,1606,2024-07-1,2024-07-8,19.6,0.75,9.1,58,2024-6-6
Rooftop #1105 - Suíte em Recife por Carpediem,Recife,1987,2024-07-1,2024-07-8,6.4,0.55,7.0,1,2024-6-6
Aurora Recife Hostel,Recife,462,2024-07-1,2024-07-8,1.1,None,None,None,2024-6-6
EDF Costa Do Rio(Flat),Recife,1279,2024-07-1,2024-07-8,10.0,0.8,9.4,8,2024-6-6
Melhor localização Recife até 8 pessoas,Recife,1332,2024-07-1,2024-07-8,0.5,2.9,8.7,38,2024-6-6
STAY POUSADA,Recife,700,2024-07-1,2024-07-8,1.4,None,6.9,56,2024-6-6
Apto de frente para o Mar Piscina na cobertura,Recife,2275,2024-07-1,2024-07-8,4.5,0.0,9.4,22,2024-6-6
Apartamento no Derby,Recife,1575,2024-07-1,2024-07-8,1.6,None,None,None,2024-6-6
Studio 1401 Praia de Boa Viagem,Recife,1428,2024-07-1,2024-07-8,9.3,0.0,None,None,2024-6-6
Kitnet mobiliado Olinda,Recife,1134,2024-07-1,2024-07-8,4.9,0.3,7.4,9,2024-6-6
Lindo Studio em quadra beira-mar de Boa Viagem 10 min do aeroporto.,Recife,1300,2024-07-1,2024-07-8,10.2,0.5,9.0,1,2024-6-6
studio golden breeze boa viagem,Recife,1350,2024-07-1,2024-07-8,6.7,0.75,8.3,151,2024-6-6
Apto Conforto Splendid Rosarinho 1Qto,Recife,1337,2024-07-1,2024-07-8,3.1,None,None,None,2024-6-6
Rooftop #603 - Suíte em Boa Viagem por Carpediem,Recife,1987,2024-07-1,2024-07-8,6.4,0.55,10.0,1,2024-6-6
Casa Aeroporto Pousada,Recife,798,2024-07-1,2024-07-8,9.2,1.6,6.3,504,2024-6-6
Beach Class Ilha do Leite,Recife,2083,2024-07-1,2024-07-8,1.7,None,8.8,53,2024-6-6
Barra Home Stay Alto Padrão 405,Recife,1253,2024-07-1,2024-07-8,18.5,0.0,8.8,44,2024-6-6
Apto a 200 metros da praia. Piscina na cobertura.,Recife,1940,2024-07-1,2024-07-8,4.5,0.15,10.0,1,2024-6-6
Apart hotel c WiFi prox a Praia de Boa Viagem PE,Recife,3690,2024-07-1,2024-07-8,6.6,0.55,8.2,12,2024-6-6
Flat Boa Viagem luxo,Recife,2043,2024-07-1,2024-07-8,7.7,0.6,8.9,81,2024-6-6
Apartamento Marina da Barra - Ilha do Amor,Recife,1876,2024-07-1,2024-07-8,19.2,0.6,10.0,3,2024-6-6
Flat que acomoda até 4 pessoas Boa Viagem-Recife,Recife,1540,2024-07-1,2024-07-8,9.9,0.8,7.0,1,2024-6-6
Boa Viagem Beach Flat apt 304,Recife,1131,2024-07-1,2024-07-8,8.7,0.2,None,None,2024-6-6
Mercure #508 - Apê em Boa Viagem por Carpediem,Recife,1778,2024-07-1,2024-07-8,7.0,0.1,None,None,2024-6-6
Flat Aconchegante de frente ao mar - Pina,Recife,1186,2024-07-1,2024-07-8,4.4,0.1,4.0,1,2024-6-6
Studio - coração de boa viagem,Recife,1290,2024-07-1,2024-07-8,6.6,0.5,8.0,1,2024-6-6
Rooftop #704 - Suíte em Boa Viagem por Carpediem,Recife,1987,2024-07-1,2024-07-8,6.4,0.55,10.0,2,2024-6-6
Kitnet 1102 - Apartamento para temporada,Recife,1279,2024-07-1,2024-07-8,1.2,None,8.8,12,2024-6-6
LOFT LUXO 903 BOA ViAGEM,Recife,1160,2024-07-1,2024-07-8,10.8,0.7,8.4,47,2024-6-6
Moradia dos sonhos 30 m da praia,Recife,1904,2024-07-1,2024-07-8,7.9,None,None,None,2024-6-6
Rooftop #1006 - Studio na Praia por Carpediem,Recife,1987,2024-07-1,2024-07-8,6.4,0.55,8.4,14,2024-6-6
Flat Costa Mar,Recife,2093,2024-07-1,2024-07-8,13.1,0.0,8.8,106,2024-6-6
Aconchego e Conveniência - Apartamento para 2pessoas a 2min da Praia de Boa viagem - 1 Quarto com Ar-Condicionado - Wi-Fi e Mobilia COMPLETA '' Localização Privilegiada com Custo-Beneficio Imbatível em Recife!'' -Promoção Exclusiva-,Recife,1593,2024-07-1,2024-07-8,5.8,0.25,8.2,5,2024-6-6
Flat 1 Quarto Jaqueira Recife - Wi-fi e Garagem,Recife,1485,2024-07-1,2024-07-8,3.1,None,7.0,2,2024-6-6
Apartamento Lagoa do Araçá,Recife,1250,2024-07-1,2024-07-8,5.2,None,None,None,2024-6-6
Flat 1203 BEIRA MAR no Barra Classic,Recife,1670,2024-07-1,2024-07-8,19.4,0.0,9.6,5,2024-6-6
Hospede-se próximo ao Aeroporto Internacional dos Guararapes em Recife - Rua Esdras Farias  15B,Recife,509,2024-07-1,2024-07-8,7.0,None,10.0,1,2024-6-6
Rooftop #1402 - Studio em Boa Viagem por Carpediem,Recife,1987,2024-07-1,2024-07-8,6.4,0.55,None,None,2024-6-6
Flat 701 - PortoMar Home Club,Recife,2030,2024-07-1,2024-07-8,9.6,0.4,9.6,26,2024-6-6
Excelente localização na zona norte - Sem Taxas,Recife,2100,2024-07-1,2024-07-8,4.2,None,9.3,18,2024-6-6
Apartamento com vista para o Mar e Piscina na Cobertura,Recife,2210,2024-07-1,2024-07-8,4.5,0.35,9.0,11,2024-6-6
Praia de jangada 103 - barra de jangada recife,Recife,1413,2024-07-1,2024-07-8,20.0,1.5,8.2,6,2024-6-6
Cantinho Da Del,Recife,1960,2024-07-1,2024-07-8,3.2,1.0,9.1,203,2024-6-6
Flat em Boa Viagem,Recife,1950,2024-07-1,2024-07-8,6.6,0.4,8.3,3,2024-6-6
Apto com vista para o mar de Boa Viagem,Recife,1330,2024-07-1,2024-07-8,10.0,None,None,None,2024-6-6
Rooftop #705 - Suíte em Boa Viagem por Carpediem,Recife,1987,2024-07-1,2024-07-8,6.4,0.55,10.0,1,2024-6-6
Rooftop #806 - Apto em Boa Viagem por Carpediem,Recife,1987,2024-07-1,2024-07-8,6.4,0.55,9.5,4,2024-6-6
Studio perto da praia de Boa viagem,Recife,1703,2024-07-1,2024-07-8,6.5,None,None,None,2024-6-6
Apartamento 502 de frente para o Mar e Piscina na cobertura,Recife,2310,2024-07-1,2024-07-8,4.5,None,None,None,2024-6-6
Rooftop#1101 - Luxo em Boa Viagem por Carpediem,Recife,1987,2024-07-1,2024-07-8,6.4,None,10.0,1,2024-6-6
Rooftop #306 - Suíte em Boa Viagem por Carpediem,Recife,1987,2024-07-1,2024-07-8,6.4,0.55,8.4,5,2024-6-6
Flat no Mercure Navegantes,Recife,1097,2024-07-1,2024-07-8,7.0,None,None,None,2024-6-6
BHStay Master,Recife,1487,2024-07-1,2024-07-8,19.6,0.0,9.5,25,2024-6-6
Apartamento temporada,Recife,1190,2024-07-1,2024-07-8,14.1,None,None,None,2024-6-6
Jardins da Madalena,Recife,1575,2024-07-1,2024-07-8,2.8,None,8.2,10,2024-6-6
O Flat Beira Mar de Piedade,Recife,1680,2024-07-1,2024-07-8,12.5,None,None,None,2024-6-6
Flat Beach Class Recife,Recife,1814,2024-07-1,2024-07-8,6.6,0.85,10.0,1,2024-6-6
Piscina no Rooftop! Exclusivo ''Apartamento Compacto com Design Moderno e Infraestrutura Completa em Boa viagem - Estacionamento e Portaria 24h! Roupas de Cama Toalhas e mimos inclusos!'',Recife,2209,2024-07-1,2024-07-8,6.2,0.8,9.3,3,2024-6-6
Rooftop #107 - Suíte em Boa Viagem por Carpediem,Recife,1987,2024-07-1,2024-07-8,6.4,0.55,9.0,2,2024-6-6
Estiloso e Pertinho da Praia. Lazer e Trabalho,Recife,1465,2024-07-1,2024-07-8,7.2,0.25,9.0,3,2024-6-6
Transamerica Fit Recife- Flat mobiliado,Recife,1785,2024-07-1,2024-07-8,6.6,0.9,8.6,41,2024-6-6
Flat de Luxo em Boa Viagem 2 Qtos,Recife,2450,2024-07-1,2024-07-8,6.6,0.8,8.2,17,2024-6-6
Flat incrível 2 qtos Beach class conselheiro,Recife,1613,2024-07-1,2024-07-8,7.7,0.25,None,None,2024-6-6
Flat 02 quartos em Boa Viagem 2 min a pé da praia,Recife,2618,2024-07-1,2024-07-8,6.1,0.0,10.0,2,2024-6-6
Rooftop #401 - Loft em Boa Viagem por Carpediem,Recife,1987,2024-07-1,2024-07-8,6.4,0.55,10.0,1,2024-6-6
Paiva Home Stay Aptº temporada,Recife,2240,2024-07-1,2024-07-8,14.9,0.0,8.0,24,2024-6-6
Melhor local da zona norte Sem Taxas,Recife,2100,2024-07-1,2024-07-8,3.3,None,9.2,12,2024-6-6
Boa Viagem Flat,Recife,1960,2024-07-1,2024-07-8,9.3,0.1,7.5,239,2024-6-6
Flat 505 - Edf PortoMar Home Club,Recife,1560,2024-07-1,2024-07-8,9.6,0.4,8.3,171,2024-6-6
Apartamento no Rosarinho,Recife,1607,2024-07-1,2024-07-8,2.8,None,8.4,5,2024-6-6
Nobile Residences Maria Frazão,Recife,2520,2024-07-1,2024-07-8,10.2,0.0,9.3,242,2024-6-6
Flat - Boa viagem- Recife - Poucos metros da praia,Recife,1827,2024-07-1,2024-07-8,10.2,0.5,9.5,2,2024-6-6
Paiva home stay,Recife,1339,2024-07-1,2024-07-8,18.9,None,None,None,2024-6-6
Condomínio Ibiza #703 - Apartamento na Praia de Candeias por Carpediem,Recife,2112,2024-07-1,2024-07-8,15.7,0.15,7.4,12,2024-6-6
Rooftop #706 - Suíte em Boa Viagem por Carpediem,Recife,1987,2024-07-1,2024-07-8,6.4,0.55,None,None,2024-6-6
Acero'Lar,Recife,357,2024-07-1,2024-07-8,0.5,2.9,1.0,1,2024-6-6
Rooftop #1003 - Studio na Praia de Boa Viagem por Carpediem,Recife,1987,2024-07-1,2024-07-8,6.4,0.55,None,None,2024-6-6
Rooftop #1405 - Suíte em Boa Viagem by Carpediem,Recife,1987,2024-07-1,2024-07-8,6.4,0.55,9.0,1,2024-6-6
Flat próximo à UFPE e ao HC,Recife,1400,2024-07-1,2024-07-8,7.5,None,None,None,2024-6-6
BAÍA 504 · Apt lindo em porcelanato no melhor de B. Viagem,Recife,1383,2024-07-1,2024-07-8,6.0,None,None,None,2024-6-6
Rio Park Ave Studio 4 - By TRH Invest,Recife,2373,2024-07-1,2024-07-8,12.1,0.0,9.3,29,2024-6-6
Quartos em apartamento rústico e aconchegante,Recife,840,2024-07-1,2024-07-8,3.2,None,None,None,2024-6-6
SM 504 · Excelente flat funcional padrão Beach Class,Recife,1389,2024-07-1,2024-07-8,6.3,None,None,None,2024-6-6
Flat no Hotel Imperial Suites,Recife,1750,2024-07-1,2024-07-8,7.2,0.85,8.1,53,2024-6-6
Hostel Alvorada,Recife,531,2024-07-1,2024-07-8,8.4,None,1.5,2,2024-6-6
hotel gold beach,Recife,1720,2024-07-1,2024-07-8,14.3,0.5,8.1,8,2024-6-6
Apartamento e Suítes Mobiliada Climatizada Campo Grande,Recife,1553,2024-07-1,2024-07-8,2.6,1.4,9.0,1,2024-6-6
Apartamento1001 com vista para mar e Piscina na cobertura,Recife,1925,2024-07-1,2024-07-8,4.5,None,None,None,2024-6-6
Cantinho especial de Piedade,Recife,1130,2024-07-1,2024-07-8,15.6,0.95,10.0,1,2024-6-6
ibis Recife Aeroporto,Recife,2084,2024-07-1,2024-07-8,9.2,1.6,8.3,4129,2024-6-6
Parque Shopping #2206 - Apartamento em Boa Viagem Housi por Carpediem,Recife,1878,2024-07-1,2024-07-8,3.5,0.9,None,None,2024-6-6
Kitnet 1 quarto com banheiro carnaval recife  condomínio fechado,Recife,1339,2024-07-1,2024-07-8,6.3,2.7,None,None,2024-6-6
SM 1403 · Belo flat decorado no melhor de Boa Viagem,Recife,1573,2024-07-1,2024-07-8,6.3,None,None,None,2024-6-6
Flat 1402 - PortoMar Home Club,Recife,1575,2024-07-1,2024-07-8,9.6,None,None,None,2024-6-6
SM 604 · Apt moderno no melhor de Recife,Recife,1623,2024-07-1,2024-07-8,6.3,None,None,None,2024-6-6
Flat Recife Navegantes,Recife,2205,2024-07-1,2024-07-8,7.0,0.5,8.6,33,2024-6-6
Flat vista mar Boa Viagem,Recife,3080,2024-07-1,2024-07-8,7.0,0.1,8.7,12,2024-6-6
Apt Completo 2 QTS 2 WC e próx ao mar,Recife,1400,2024-07-1,2024-07-8,6.2,None,None,None,2024-6-6
Exc 2002 · Apt com a melhor vista de Recife,Recife,1663,2024-07-1,2024-07-8,3.3,None,None,None,2024-6-6
Flat Boa Viagem,Recife,1386,2024-07-1,2024-07-8,9.0,0.4,7.7,24,2024-6-6
Hotel Saveiro,Recife,2922,2024-07-1,2024-07-8,8.2,0.25,7.3,715,2024-6-6
SM 1203 · Apt incrível em cond. de luxo,Recife,1713,2024-07-1,2024-07-8,6.3,None,None,None,2024-6-6
Rooftop #1306 - Apart em Boa Viagem Por Carpediem,Recife,1987,2024-07-1,2024-07-8,6.4,0.55,8.0,2,2024-6-6
Pousada Shalom,Recife,1190,2024-07-1,2024-07-8,4.8,None,None,None,2024-6-6
Beach Class Convention & Flats,Recife,2940,2024-07-1,2024-07-8,6.6,0.4,8.3,18,2024-6-6
Apartamento ao lado da UFPE,Recife,1400,2024-07-1,2024-07-8,7.5,None,9.7,3,2024-6-6
Rooftop #504 - Suíte confortável na Praia de Boa Viagem por Carpediem,Recife,1987,2024-07-1,2024-07-8,6.4,0.55,5.0,1,2024-6-6
SM 1204 · Flat charmoso padrão Beach Class,Recife,1663,2024-07-1,2024-07-8,6.3,None,None,None,2024-6-6
Pousada da Praia,Recife,1190,2024-07-1,2024-07-8,11.9,0.2,4.6,19,2024-6-6
Ótimo Flat Bairro da Jaqueira Recife até 3 pessoas O Bairro mais Verde da Cidade PBO902,Recife,1785,2024-07-1,2024-07-8,3.3,None,7.5,2,2024-6-6
Rooftop #501 - Suíte em Boa Viagem por Carpediem,Recife,2484,2024-07-1,2024-07-8,6.4,0.55,8.5,2,2024-6-6
Flat Super Luxo - Boa Viagem,Recife,2408,2024-07-1,2024-07-8,6.4,0.55,None,None,2024-6-6
Freitas Residence - Quinta Manuel Rodrigues,Recife,1930,2024-07-1,2024-07-8,5.0,0.15,8.6,106,2024-6-6
Rio Park Ave Studio 9 - By TRH Invest,Recife,2374,2024-07-1,2024-07-8,12.1,0.5,10.0,2,2024-6-6
Flora Pousada,Recife,2035,2024-07-1,2024-07-8,0.45,2.9,None,None,2024-6-6
Raul Golden Hom 1904 · Charmoso flat no melhor de BV,Recife,1573,2024-07-1,2024-07-8,6.2,None,None,None,2024-6-6
BCEx 1108 · Suite luxo à beira mar c/varanda,Recife,1973,2024-07-1,2024-07-8,4.2,None,None,None,2024-6-6
HY Beach Flats - International,Recife,3164,2024-07-1,2024-07-8,4.3,0.0,8.0,186,2024-6-6
Cosy Madison vista ao Mar,Recife,1372,2024-07-1,2024-07-8,9.7,0.0,None,None,2024-6-6
Flat na Ilha do Leite Recife 1 quarto Metrópolis Localizado no coração do segundo Polo Médico do país OTH1603,Recife,1463,2024-07-1,2024-07-8,1.7,None,7.5,11,2024-6-6
Edf: rubi,Recife,2678,2024-07-1,2024-07-8,1.5,None,10.0,2,2024-6-6
Lindo apartamento em Recife,Recife,1017,2024-07-1,2024-07-8,3.6,None,1.0,2,2024-6-6
Pousada pirata,Recife,1008,2024-07-1,2024-07-8,18.7,None,None,None,2024-6-6
Suíte na beira mar da Praia de Piedade por Carpediem,Recife,1445,2024-07-1,2024-07-8,13.6,0.5,5.0,2,2024-6-6
Flat moderno em BVG,Recife,1393,2024-07-1,2024-07-8,6.2,None,None,None,2024-6-6
Flat Condomínio Fazenda Monte Castelo - Gravatá PE,Recife,1947,2024-07-1,2024-07-8,89.4,None,9.8,8,2024-6-6
Flat Aconchegante Boa Viagem 2 Quartos,Recife,2800,2024-07-1,2024-07-8,6.6,0.8,7.6,9,2024-6-6
Flat Premium UFPE-UFRPE - Hospital das Clinicas - Andar alto - CAXANGA,Recife,835,2024-07-1,2024-07-8,7.5,None,None,None,2024-6-6
Casa com piscina aconchegante 300 m do mar,Recife,1856,2024-07-1,2024-07-8,12.6,0.4,5.5,4,2024-6-6
Flat Graças,Recife,1470,2024-07-1,2024-07-8,2.1,None,6.0,1,2024-6-6
Mercure 1404 · Suíte moderna com vista p/ o mar,Recife,2173,2024-07-1,2024-07-8,7.0,None,None,None,2024-6-6
Rooftop 470 #607 - em Boa Viagem por Carpediem,Recife,1987,2024-07-1,2024-07-8,6.4,0.55,6.3,3,2024-6-6
Bugan Paiva/ Home stay,Recife,1455,2024-07-1,2024-07-8,19.6,None,None,None,2024-6-6
Apartamento 2 quartos 1km da Praia,Recife,3094,2024-07-1,2024-07-8,6.4,1.5,10.0,2,2024-6-6
Apt Candeias para 6 pessoas,Recife,1663,2024-07-1,2024-07-8,16.7,0.55,6.3,11,2024-6-6
Vista EXPLENDIDA MAR duplex na cobertura ilha do amor Barra Home Stay,Recife,2678,2024-07-1,2024-07-8,19.5,0.65,None,None,2024-6-6
FLAT IMPERIAL SUITES Boa Viagem,Recife,1874,2024-07-1,2024-07-8,7.2,None,None,None,2024-6-6
Bugan paiva,Recife,2083,2024-07-1,2024-07-8,18.4,None,1.0,1,2024-6-6
Flat Melhor vista de Carneiros,Recife,2588,2024-07-1,2024-07-8,74.8,0.5,10.0,2,2024-6-6
Marbelo Pernambuco,Recife,1169,2024-07-1,2024-07-8,0.4,2.8,4.5,2,2024-6-6
Paiva Flats By Loui,Recife,1832,2024-07-1,2024-07-8,19.6,0.7,8.3,217,2024-6-6
Rio Park Ave Sea View Central - By TRH Invest,Recife,2829,2024-07-1,2024-07-8,12.2,0.5,None,None,2024-6-6
Recife Flat Concept 404B,Recife,2793,2024-07-1,2024-07-8,9.7,0.25,3.0,1,2024-6-6
Maui Beach Residence - Beira Mar - Apartamento Térreo,Recife,2380,2024-07-1,2024-07-8,80.0,0.5,9.7,15,2024-6-6
Casa primeiro andar em Piedade Jaboatão/PE,Recife,1333,2024-07-1,2024-07-8,14.8,None,None,None,2024-6-6
Kitnet recife carnaval 2024,Recife,1487,2024-07-1,2024-07-8,6.3,2.7,4.0,1,2024-6-6
Golden home service,Recife,1292,2024-07-1,2024-07-8,7.0,0.6,10.0,2,2024-6-6
Flat Monte Castelo - Hotel Fazenda em Gravatá - PE,Recife,2520,2024-07-1,2024-07-8,77.4,None,8.4,16,2024-6-6
Flat Paiva Home Stay,Recife,1298,2024-07-1,2024-07-8,18.9,0.0,7.3,31,2024-6-6
Casa no coração de Recife para Carnaval,Recife,2100,2024-07-1,2024-07-8,1.0,2.8,10.0,2,2024-6-6
Espetacular Apartamento Beira Mar Pé na Areia,Recife,4095,2024-07-1,2024-07-8,16.2,0.5,9.8,4,2024-6-6
Cobertura no Pina,Recife,2204,2024-07-1,2024-07-8,3.4,0.55,10.0,1,2024-6-6
Flat em Boa Viagem,Recife,4760,2024-07-1,2024-07-8,9.9,0.8,None,None,2024-6-6
Lindo Apartamento Av. Boa Viagem. 2Qts. Cozinha completa,Recife,3479,2024-07-1,2024-07-8,4.0,0.1,10.0,1,2024-6-6
Studio 06 da Boa Vista,Recife,819,2024-07-1,2024-07-8,1.3,None,None,None,2024-6-6
Hotel & Motel Henrique Dias (Adults Only),Recife,1295,2024-07-1,2024-07-8,1.6,None,7.2,89,2024-6-6
Casa poucos metros do mar Cabo de Sto Agostinho,Recife,2457,2024-07-1,2024-07-8,14.8,0.0,None,None,2024-6-6
Flat boa viagem 1,Recife,3749,2024-07-1,2024-07-8,7.8,0.65,7.0,1,2024-6-6
EDF: RUBI 184,Recife,4123,2024-07-1,2024-07-8,1.5,None,8.0,1,2024-6-6
Flat no Costa Mar Recife,Recife,1264,2024-07-1,2024-07-8,13.6,0.0,7.2,6,2024-6-6
Excelente 2 Quartos em Setúbal Boa Viagem eal para famílias e executivos PM306,Recife,2114,2024-07-1,2024-07-8,9.6,0.4,8.6,22,2024-6-6
Apt candeias,Recife,1714,2024-07-1,2024-07-8,16.7,0.55,None,None,2024-6-6
Radisson Hotel ap 801,Recife,10115,2024-07-1,2024-07-8,5.7,0.15,None,None,2024-6-6
Flat no Condomínio Metrópolis - Ilha do Leite,Recife,1183,2024-07-1,2024-07-8,1.7,None,7.3,8,2024-6-6
Quarto em Hotel Costa Mar!,Recife,1108,2024-07-1,2024-07-8,13.6,0.5,7.0,1,2024-6-6
Beach House - Apartamento,Recife,1050,2024-07-1,2024-07-8,14.8,0.15,1.0,1,2024-6-6
Conforto e Localização,Recife,2142,2024-07-1,2024-07-8,8.9,None,4.0,1,2024-6-6
Confortável 3 quartos Rua Navegantes em Boa Viagem SAL103A,Recife,4249,2024-07-1,2024-07-8,6.1,None,None,None,2024-6-6
CASA COMPACTA NO PRIVÊ COQUEIRAL COM GARAGEM,Recife,3570,2024-07-1,2024-07-8,17.4,1.1,None,None,2024-6-6
Apto Carnaval 2024 Ed Camilla,Recife,5600,2024-07-1,2024-07-8,4.8,None,None,None,2024-6-6
Edf: RUBI,Recife,4284,2024-07-1,2024-07-8,1.5,None,None,None,2024-6-6
Duplex Kiam · Duplex de luxo a 200m da praia,Recife,4193,2024-07-1,2024-07-8,6.5,None,None,None,2024-6-6
Bugan - Paiva Home Stay A&F,Recife,1260,2024-07-1,2024-07-8,19.6,0.0,8.4,128,2024-6-6
Apto 3/4 Mobiliado em Recife Cond. CLUBE,Recife,11305,2024-07-1,2024-07-8,6.5,1.8,None,None,2024-6-6
Flat Beira Mar,Recife,14000,2024-07-1,2024-07-8,4.1,0.0,None,None,2024-6-6
FLAT MARULHOS MURO ALTO 02 Estr Ac p Praia de Muro Alto e Camboa,Recife,7140,2024-07-1,2024-07-8,43.7,0.0,None,None,2024-6-6
Apartamento Beira Mar em Recife,Recife,9450,2024-07-1,2024-07-8,14.1,0.5,None,None,2024-6-6
apartamento,Recife,8033,2024-07-1,2024-07-8,10.1,None,None,None,2024-6-6
Flat Equipado-Jaqueira Otima Localização-SH032,Recife,1301,2024-07-1,2024-07-8,3.0,None,8.2,6,2024-6-6
Apduplex,Recife,13388,2024-07-1,2024-07-8,8.5,0.15,None,None,2024-6-6
Aconchegante e especial,Recife,1008,2024-07-1,2024-07-8,15.7,0.55,7.3,3,2024-6-6
Excelente flat em Setúbal Boa Viagem até 4 pessoas cercado por restaurantes e supermercados PM805,Recife,1848,2024-07-1,2024-07-8,9.6,0.4,8.6,13,2024-6-6
Beach Class Ilha do Leite,Recife,2093,2024-07-1,2024-07-8,1.7,None,None,None,2024-6-6
BEACH CLASS INTERNATIONAL - Flat beira mar,Recife,2963,2024-07-1,2024-07-8,4.3,0.0,9.2,27,2024-6-6
Heliodoro Flat Golden Beach,Recife,1862,2024-07-1,2024-07-8,14.2,0.0,8.2,159,2024-6-6
Paiva Home Stay - Vista dos Sonhos,Recife,2101,2024-07-1,2024-07-8,19.7,0.0,8.6,82,2024-6-6
Hosts BR-Flat Fit Transamérica Boa Viagem s/ taxa,Recife,1818,2024-07-1,2024-07-8,7.0,0.65,8.6,5,2024-6-6
Mercure Navegantes Recife Hotel,Recife,2419,2024-07-1,2024-07-8,7.0,None,10.0,1,2024-6-6
